ProviderID,Provider Name,Email,Postal address,Centre address,Telephone no,House Number,StreetName,Suburb,Postal Code,Website,ContactName,ContactSurname,ID
333,Boston School of Finance Bellville ,,,"1st Floor Regkam Building Kort Street (Cnr Voortrekker Road), Bellville, Western Cape, South Africa",021 948 6761,Rough Work,1st Floor Regkam Building Kort Street (Cnr Voortrekker Road),Bellville,,,,,546
334,BOTHA ALC,,,"BOTHA PRIMARY, WYSERSDRIFT, RAWSONVILLE",023-3427633,Rough Work,BOTHA PRIMARY,WYSERSDRIFT,,,,,547
335,BOTRIVIER COMMUNITY LEARNING CENTRE,,,"BOTRIVIER PRIM, PARK STREET, BOTRIVIER",028-2518060,Rough Work,BOTRIVIER PRIM,PARK STREET,,,,,548
339,BRANDVLEI CORRECTIONAL SERVICES,,,"BRANDVLEI PRISON, RAWSONVILLE ROAD, WORCESTER",023-3408018,Rough Work,BRANDVLEI PRISON,RAWSONVILLE ROAD,,,,,549
34, MCD Training Centre (Pty) Ltd (CAPE TOWN) (TP),bothacm@mcdtraining.co.za,"P O Box 300, PAARDENEILAND 7420","Duncan Road (Next to Royal Yacht Club), Table Bay Harbour, CAPE TOWN, 7420",087 813-0038,Rough Work,Duncan Road (Next to Royal Yacht Club),Table Bay Harbour,7420,,,,550
340,BRANDWAG,,,"BRANDWAG, MOSSELBAAI, MOSSELBAAI",044-6934171,Rough Work,BRANDWAG,MOSSELBAAI,,,,,551
341,BREDASDORP,,,"RECREATION STREET, BREDASDORP, BREDASDORP",028-4252763,Rough Work,RECREATION STREET,BREDASDORP,,,,,552
343,BREëRIVIER WYNLAND CLC,,,"PADDY STREET, ROBERTSON, ROBERTSON",023-6262542,Rough Work,PADDY STREET,ROBERTSON,,,,,553
345,Bridges of Hope Training,peter@boht.org,5 Scott Road Hout Bay Cape Town 7806,5 Scott Road Hout Bay Cape Town 7806,021- 790 3245,Rough Work,5 Scott Road Hout Bay Cape Town 7806,,7806,,,,554
346,BRIDGETOWN ALC,,,"BRUSHWOOD ROAD, BRIDGETOWN, CAPE TOWN",021-6371435,Rough Work,BRUSHWOOD ROAD,BRIDGETOWN,,,,,555
347,Bright Idea Projects 2082 CC,marchallhyster@rocketmail.com,P O Box 1453 Saldanha 7395,234 Tonyn Street White City Saldanha Western Cape 7395,022-714 1731,Rough Work,234 Tonyn Street White City Saldanha Western Cape 7395,,7395,,,,556
349,British American Tobacco South Africa Pty Ltd,henk_paxton@bat.com,P O Box 631 Cape Town Cape Town Metro Urban 8000,British American Tobacco South Africa Pty Ltd 25 Du Toit Street Stellenbosch Stellenbosch Urban 8000,021-8883500,Rough Work,British American Tobacco South Africa Pty Ltd 25 Du Toit Street Stellenbosch Stellenbosch Urban 8000,,,,,,557
35, MED WORKSHOP T/A MED TRAINING CENTRE (Epping)(TP),,,,,Rough Work,,,,,,,558
351,Bromor Foods (Pty) Ltd,,PO Box 28 Cape Town,,,Rough Work,,,,,,,559
352,BROODKRAAL,,,"PA BROODKRAAL, PIKETBERG, PIKETBERG",022-9131309,Rough Work,PA BROODKRAAL,PIKETBERG,,,,,560
353,BSC  CONSULTANTS,ivan@bscsurvey.co.za,P. O. BOX 405 PAROW 7499,8 WATTLE ROAD TYGERBERG,021-9134565,Rough Work,8 WATTLE ROAD TYGERBERG,,,,,,561
354,BSI College (Pty) Ltd ,info@bsisa.co.za,,"5th Floor, The Strand
37 Strand Street
Cape Town
Western Cape, 8000",021 424 3909,Rough Work,5th Floor,The Strand,,,,,562
355,BUCCANEER GUNS CC CAPE TOWN ,info@capetowncid.co.za,"65 Waterkant Street Cape Town City Centre, Cape Town, 8001‎","65 Waterkant Street Cape Town City Centre, Cape Town, 8001‎",,Rough Work,65 Waterkant Street Cape Town City Centre,Cape Town,,,,,563
357,BUFFELJAGSRIVIER CORRECTIONAL SERVICES,,,"SOMERSET STREET, SWELLENDAM, SWELENDAM",028-5128000,Rough Work,SOMERSET STREET,SWELLENDAM,,,,,564
358,BUILD ADULT LEARNING CO-OPERATIVE (BALC,,,"SHIPMAN ROAD, DIEPRIVIER, DIEPRIVIER",021-7157497,Rough Work,SHIPMAN ROAD,DIEPRIVIER,,,,,565
359,Business Development Centre of Excellence,nicola@bdce.co.za,P O Box 2115 Durbanville 7551,5 Mountainview Crescent Durbell Durbanville 7550,021- 979 2157,Rough Work,5 Mountainview Crescent Durbell Durbanville 7550,,7550,,,,566
360,Business Development Centre of Excellence CC - Cape Town ,,"PO Box 2115, Durbanville, 7551","5 Mountain View Crescent, Durbell, Durbanville, 7550",021 975 1107,Rough Work,5 Mountain View Crescent,Durbell,7550,,,,567
361,Business Presentation Group (Pty) Ltd,mandy.smith@bpg.co.za,P O Box 470 Constantia 7848,Unit D11 Westlake Square Westlake 7945,021- 701 1336,Rough Work,Unit D11 Westlake Square Westlake 7945,,7945,,,,568
362,Buzz-word Training College,buzzword@mweb.co.za,19 Picton Road Parow 7499,19 Picton Road Parow Western Cape 7499,021- 939 9440,Rough Work,19 Picton Road Parow Western Cape 7499,,7499,,,,569
363,C2 Digital Print,claude@c2digital.co.za,Unit 6  Michelle Close,,021- 592 7430,,Unit 6 Michelle Close,GOODWOOD,7460,,Claude Gleichmann,,570
366,CAE College of Audio Engineering,cae@mweb.co.za,P.O.Box 3650 Tygervalley Cape Town 7536,15 Hillrise Crescent Durbell Durbanville Cape Town Western Cape 7550,021- 976 4070,Rough Work,15 Hillrise Crescent Durbell Durbanville Cape Town Western Cape 7550,,7550,,,,571
367,CALITZDORP,,,"OLD LIBRARY BUILDING, BERGSIG, CALITZDORP",044-2793253,Rough Work,OLD LIBRARY BUILDING,BERGSIG,,,,,572
368,Call the Rain cc,nicolene@calltherain.co.za,P O Box 4721 Tygervalley 7536,9 Rosendale Street Bellville 7538,021- 919 4365,Rough Work,9 Rosendale Street Bellville 7538,,7538,,,,573
37, MIKES AUTO ELECTRICAL CC (Tokai),crashie@netpoint.co.za,"P O Box 53, PLUMSTEAD, 7801","217 Main Road, Tokai, CAPE TOWN, 7945",021 712-9267,Rough Work,217 Main Road,Tokai,7945,,,,574
370,Cape Craft & Design Institute,dammon.rice@ccdi.org.za;sarah.polonsky@ccdi.org.za,,,214611488,Room2. 413 Admin Building,,Cape Town,8000,,,,575
371,Cape Craft & Design Institute,sarah.polonsky@ccdi.org.za,PO BOX 652 CAPE TOWN 8000,"Room2. 413 Admin Building, Cape Peninsula University of Technology CAPE TOWN Western Cape 8000",021-4603982,Rough Work,Room2. 413 Admin Building,Cape Peninsula University of Technology CAPE TOWN Western Cape 8000,,,,,576
372,CAPE GLOBAL CONSTRUCTION & ENGINEERING TRAINING CENTRE (Vredenburg)(TP,mary@capeglobal.co.za,0,CAPE GLOBAL CONSTRUCTION & ENGINEERING TRAINING CENTRE (Vredenburg)(TP,022-7135055,Rough Work,CAPE GLOBAL CONSTRUCTION & ENGINEERING TRAINING CENTRE (Vredenburg)(TP,,,,,,577
373,Cape Global Construction And Engineering Training Centre Pty Ltd,marinus@capeglobal.co.za,0,0,022-713 5055,Rough Work,0,,,,,,578
374,Cape Information Technology Initiative,chris@bwb.org.za,P O Box 10276 Cape Town 8000,"3rd Floor, Block B, Woodstock Exchange 66-68 Albert Road Woodstock Cape Town Western Cape 8000",021-4097000,Rough Work,3rd Floor,Block B,,,,,579
375,Cape Institute for Agricultural Training: Elsenburg,francoism@elsenburg.com,0,Cape Institute for Agricultural Training: Elsenburg Muldersvlei weg Elsenburg,021-8085451,Rough Work,Cape Institute for Agricultural Training: Elsenburg Muldersvlei weg Elsenburg,,,,,,580
376,Cape Peninsula University of Technology,,,"Symphony Way, Cape Town 7530",021-959 6767,Rough Work,Symphony Way,Cape Town 7530,7530,,,,581
377,Cape Penninsula University of Technology,mullermi@cput.ac.za,P O BOX 652 CAPE TOWN WESTERN CAPE 8000,Keizersgracht Street CAPE TOWN WESTERN CAPE 8001,021-9596919/6064,Rough Work,Keizersgracht Street CAPE TOWN WESTERN CAPE 8001,,8001,,,,582
378,Cape Printing (Pty) Ltd,,Cnr Neil Hare & Johan Heyns Streets,Cnr Neil Hare & Johan Heyns Streets,215771360,Rough Work,Cnr Neil Hare & Johan Heyns Streets,,,,,,583
380,Cape Town Baptist Seminary NPC,admin@ctbs.org.za,P O Box 38473 Gatesville Cape Town,"52-62 Tarentaal Road, Bridgetown, Athlone, Cape Town, 7764",(021) 637-9020,Rough Work,52-62 Tarentaal Road,Bridgetown,7764,,,,584
381,CAPE TOWN COMMUNITY COLLEGE,,,"STRAND STREET, 301(A) MATADOR CENTRE, CAPE TOWN",021-4182345,Rough Work,STRAND STREET,301(A) MATADOR CENTRE,,,,,585
384,Cape Town Society for the Blind,elize@ctsb.org.za,P O Box 1081 Woodstock Cape Town 7915,45 Salt River Road Salt River Cape Town Western Cape 7925,021-448 4302,Rough Work,45 Salt River Road Salt River Cape Town Western Cape 7925,,7925,,,,586
385,CAPRICORN COMMUNITY LEARNING CENTRE,,,"VRYGROND AVENUE, CAPRICORN PRIMARY, MUIZENBERG",021-7013693,Rough Work,VRYGROND AVENUE,CAPRICORN PRIMARY,,,,,587
387,CAT College (Pty) Ltd ,info@catcollege.co.za,,"47 - ON -Strans, Strand Street Cape Town",0861 225 226,Rough Work,47 - ON -Strans,Strand Street Cape Town,,,,,588
389,Center for Creative Education,willem@cfce.org.za,PO Box 280 Plumstead 7801,4 Victoria Road Plumstead Cape Town 7800,021- 797 6802,Rough Work,4 Victoria Road Plumstead Cape Town 7800,,7800,,,,589
39, Molokutho Engineering Holding (Pty) Ltd T/A MTA - Mitchells Plain Training Academy (MITCHELLS PLAIN) (TP),info@molokutho.co.za,"P O Box 161, Soneike, KUILS RIVER, 7579","Denel Site, 100 Swartklip Road, MITCHELLS PLAIN, 7785",021 376-4794,Rough Work,Denel Site,100 Swartklip Road,7785,,,,590
390,CENTRAL KAROO CLC,,,"FIRST AVENUE, HILLSIDE, BEAUFORT WEST",023-4143834,Rough Work,FIRST AVENUE,HILLSIDE,,,,,591
391,Centre For Conflict Resolution,Karin@ccr.uct.ac.za,PO BOX 14047 Observatory CAPE TOWN Western Cape 7705,2 Dixton Road Observatory Cape Town 7025,021- 689 1005,Rough Work,2 Dixton Road Observatory Cape Town 7025,,7025,,,,592
392,Centre for Creative Education/Iziko La Bantu Be Afrika NPC,info@cfe.org.za,"McGregor House, 4 Victoria Road, Plumstead, 7801.","McGregor House, 4 Victoria Road, Plumstead, 7801.",(021) 797-6802,Rough Work,McGregor House,4 Victoria Road,7801,,,,593
393,Centre for Early Childhood Development,cecd@iafrica.com,P O Box 2363 Clareinch 7740,20 Rosmead Avenue Claremont 7708,021- 683 2420,Rough Work,20 Rosmead Avenue Claremont 7708,,7708,,,,594
396,"Centurion Kollege vir Beroepsonder-rig, Site name: Northlink  FET College -Parow Campus",,NORTHLINK COLLEGE-PAROW CAMPUS PRIVATE BAG X1 PANORAMA 7500,,021- 931 8238,Rough Work,,,,,,,595
399,CHATSWORTH CLC,,,"CHATSWORTH PRIMARY, CHATSWORTH, MALMESBURY",022-4864541,Rough Work,CHATSWORTH PRIMARY,CHATSWORTH,,,,,596
4, HENTIQUE LTD (Diep River),roger@proactrf.co.za,"Postnet Suite 6, Private Bag X3, PLUMSTEAD, 7801","27C Estmil Road, DIEP RIVER",021 713-1701,Rough Work,27C Estmil Road,DIEP RIVER,,,,,597
401,CHIPPA INVESTMENT HOLDINGS CC ,demakatso@chippa.net,"2 KINDROGGAN FL, Cape Town, Western Cape 7405","2 KINDROGGAN FL, Cape Town, Western Cape 7405",021-3870904,Rough Work,2 KINDROGGAN FL,Cape Town,7405,,,,598
402,Chippa Investment Holdings ,demakatso@chippa.net,"2 KINDROGGAN FL, Cape Town, Western Cape 7405","2 KINDROGGAN FL, Cape Town, Western Cape 7405",021-3870904,Rough Work,2 KINDROGGAN FL,Cape Town,7405,,,,599
403,CITRUSDAL PRIMÊR CLC,,,"ANEMONE STREET, CITRUSDAL, CITRUSDAL",027-4822223,Rough Work,ANEMONE STREET,CITRUSDAL,,,,,600
404,City of Cape Town - Maitland Training Centre,Denis.Philander@capetown.gov.za,P O Box 82 Cape Town 8000,Unit H; Maitland Business Park Voortrekker Road Maitland 8000,(021) 532 0762; 082 244 1873,Rough Work,Unit H; Maitland Business Park Voortrekker Road  8000,Maitland,7405,,,,601
405,CITY OF CAPE TOWN ALC,,,"CNR NEW EISLEBEN/MILLER STREET,CROSS ROADS, NYANGA",021-3861223,Rough Work,CNR NEW EISLEBEN/MILLER STREET,CROSS ROADS,,,,,602
407,City Varsity t/a Film & Television & Multimedia School,info@cityvarsity.co.za,PO Box 37180 OVERPORT Durban,"Cape Town: 32 Kloof Street Gardens, Cape Town, 8001.",(031) 713 3808,Rough Work,Cape Town: 32 Kloof Street Gardens,Cape Town,8001,,,,603
408,CITY VIEW BUSINESS COLLEGE AND COMPUTER STUDIES ,info@cityviewcollege.co.za,,112 Long street 3rd floor Twinell House,071-9031098,Rough Work,112 Long street 3rd floor Twinell House,,,,,,604
409,Clarion Printed Products,michael@clarion.co.za,P O Box 330,,021- 534 2521,,118 Bofors Circle,Epping,7460,,Michael Maharaj,,605
41, MOTOR ELECTRODIESEL SERVICE (PTY) LTD (MOTOLEK) (Epping),sjb.med@mweb.co.za,"P O Box 1027, EPPINDUST, 7475","2 Gunners Circle, Epping, CAPE TOWN, 7460",021 534-7065,Rough Work,2 Gunners Circle,Epping,7460,,,,606
410,Climal Creative Projects,catizatraining@gmail.com,,,832696794,,3 Somerset Place,,7945,,,,607
411,CLOETESVILLE SECONDARY ALC,,,"CURRY STREET, CLOETESVILLE, STELLENBOSCH",021-8828357,Rough Work,CURRY STREET,CLOETESVILLE,,,,,608
412,Clover SA (Pty) Ltd Parow,info@clover.co.za,"PO Box 579 Parow, 7499",,,Rough Work,,,,,,,609
415,COLLABORATIVE MINDS,humcatr@gmail.com,PO BOX 20443 BIG BAY 7448,5 Kehrweider St Saxon Sea,0,Rough Work,5 Kehrweider St Saxon Sea,,,,,,610
417,COLLEGE OF CAPE TOWN,,Thornton Campus Cnr Cedar & Poplar Roads Thornton CAPE TOWN 8000,Thornton Campus Cnr Cedar & Poplar Roads Thornton CAPE TOWN 8000,845841464,Rough Work,Thornton Campus Cnr Cedar & Poplar Roads Thornton CAPE TOWN 8000,,,,,,611
418,College of Cape Town,dhalls@cct.edu.za,P O Box 1054 Cape Town undefined 7780,Crawford Campus Kromboom Road Crawford undefined Western Cape 7780,021-6965133,Rough Work,Crawford Campus Kromboom Road Crawford undefined Western Cape 7780,,7780,,,,612
419,College of Cape Town,hscheepers@cct.edu.za,"334 Albert Rd, Salt River, Cape Town","334 Albert Rd, Salt River, Cape Town",214046724/214046701,Rough Work,334 Albert Rd,Salt River,,,,,613
42, MTD MANUFACTURING ENGINEERING (PTY) LTD T/A MICRO TOOL & DIE (Faure),mtd@icon.co.za,"P O Box 3980, SOMERSET WEST, 7131","Erf 585 - Old Faure Road, Faure, SOMERSET WEST, 7131",021 843 3988,Rough Work,Erf 585 - Old Faure Road,Faure,7131,,,,614
421,College of Cape Town,vjacobs@cct.edu.za,P O BOX 726 CAPE TOWN 8000,18 Breda Street Gardens Cape Town,021- 464 3853,Rough Work,18 Breda Street Gardens Cape Town,,,,,,615
423,College of Cape Town - Pinelands Campus,hscheepers@cct.edu.za,P O Box 1054 Cape Town 8000,Pinelands Campus Jan Smuts Drive Pinelands 8000,214 046 724,Rough Work,Pinelands Campus Jan Smuts Drive Pinelands 8000,,,,,,616
424,College of Cape Town (City Campus) ,,,,,Rough Work,,,,,,,617
425,COLLEGE OF CAPE TOWN (Pinelands Campus)(TP),,,,,Rough Work,,,,,,,618
427,College of Cape Town FET College,agafieldien@cct.edu.za,P.O Box 1054 Cape Town 8000,"Cnr. NY1 & Ngambu Street Guguletu 7750false,false,1",021 638 3131/637 0606,,Cnr. Steve Biko Drive & Ngambu Street,Guguletu,7750,,Achmat,Gafieldien,619
428,College of Cape Town FET College,dhalls@cct.edu.za,P.O Box 1054 Cape Town 8000,Kromboom Road Crawford 7780,021 696 5133/4/5,,Kromboom Road,Crawford,7770,,Deon,Halls,620
429,College of Cape Town FET College,foconnell@cct.edu.za,P.O Box 1054 Cape Town 8000,Jan Smuts Drive Pinelands 7405,021 531 2105,,Jan Smuts Drive,Pinelands,7405,,Frikkie,O’Connell,621
43, NA / PARTNERSHIP T/A TECHNISKILLS (Meadowridge)(TP),,,,,Rough Work,,,,,,,622
430,College of Cape Town FET College,lgroenewald@cct.edu.za,P.O Box 1054 Cape Town 8000,Cnr Longmarket and Buitenkant Street Cape Town 8001,021 462 2053,,Corner Longmarket & Buitenkant Street,Cape Town,8001,,Lodene,Groenewald,623
431,College of Cape Town FET College,mmarescia@cct.edu.za,P.O Box 1054 Cape Town 8000,Breda Street Gardens Cape Town 8001,021 461 9418,,18 Breda Street,Gardens,8001,,Melody,Marescia,624
432,College of Cape Town FET College,plawrence@cct.edu.za,P.O Box 1054 Cape Town 8000,Cnr of Poplar & Cedar Road Thornton 7460,021 531 9124,,Cnr. Cedar & Poplar Road,Thornton,7460,,Pat,Lawrence,625
433,College of Cape Town FET College,treddy@cct.edu.za,P.O Box 1054 Cape Town 8000,Broad Road Wynberg 7800,021 797 5540,,31 Broad Road,Wynberg,7800,,Tilly,Reddy,626
434,College of Cape Town FET College,wdevilliers@cct.edu.za,P.O Box 1054 Cape Town 8000,Cnr of Protea & Eland Street Athlone 7764,021 637 9183,,Cnr Protea & Eland Street,Athlone,7764,,Wilma,De Villiers,627
435,College of Cape Town: Athlone Campus,,"Cnr of Eland and Protea St, Athlone","Cnr of Eland and Protea St, Athlone",27827062413,Rough Work,Cnr of Eland and Protea St,Athlone,,,,,628
436,College of Cape Town: Pineland Campus,,"Jan Smuts Drive, Pinelands","Jan Smuts Drive, Pinelands",27827062413,Rough Work,Jan Smuts Drive,Pinelands,,,,,629
437,College of Cape Town: Thorton Campus,,"Cnr of Cedar and Poplar Rds, Thornton","Cnr of Cedar and Poplar Rds, Thornton",27827062413,Rough Work,Cnr of Cedar and Poplar Rds,Thornton,,,,,630
438,College of Sustainable Agriculture,anneke@eli.co.za,Postnet Suite 145 Private Bag X 15 Somerset West Cape Town Metro Urban 7129,College of Sustainable Agriculture 83 Helderberg College Road The Vineyard Somerset West Cape Town Metro Urban 7129,021-855 2848 / 072 5060 402,Rough Work,College of Sustainable Agriculture 83 Helderberg College Road The Vineyard Somerset West Cape Town Metro Urban 7129,,,,,,631
439,Collotype Labels,,P.O.Box 891,P.O.Box 891,218720265,Rough Work,P.O.Box 891,,,,,,632
44, NEILs AUTOCARE (Montague Gardens),neilsauto@cybertrade.co.za,"P O BOX 17, TABLE VIEW, 7439","9 - 4th Street, Montague Gardens, CAPE TOWN",021 552-6082,Rough Work,9 - 4th Street,Montague Gardens,,,,,633
442,Colors Packhouse (Pty) Ltd,info@colorsfruit.com,PO Box 7285 Northern-Paarl Northern-Paarl Drakenstein Urban 7623,Colors Packhouse (Pty) Ltd Distillery Street Dal Josafat Paarl 7623,021-8608000,Rough Work,Colors Packhouse (Pty) Ltd Distillery Street Dal Josafat Paarl 7623,,7623,,,,634
443,Colourtone Press,,382 Voortrekker Road,382 Voortrekker Road,219296700,Rough Work,382 Voortrekker Road,,,,,,635
444,Colourtone Press,ryan@colourtone.co.za,P O Box 27,,021- 929 6700,,382 Voortrekker Road,Goodwood,7460,,Ryan Bywater,,636
445,Community Media Trust,debbie@beatit.co.za,Main Road Muizenburg 7950,Main Road Muizenburg 7950,021-7883973,Rough Work,Main Road Muizenburg 7950,,,,,,637
446,Community Media Trust,lucilla@cmt.org.za,P.O Box 62 Muizenberg Cape Town 7950,"06 EB East Block, Tannery Park 23A Belmont Road Rondebosch Cape Town Western Cape 7700",021-788 1963,Rough Work,06 EB East Block,Tannery Park 23A Belmont Road Rondebosch Cape Town Western Cape 7700,7700,,,,638
447,Community Water Supply & Sanitation Unit,lagardiena@cput.ac.za,P O Box 1906 Bellville 7535,Cape Peninsula University Symphony Way Bellville  7535,219 596 639,Rough Work,Cape Peninsula University Symphony Way Bellville  7535,,7535,,,,639
45, Noluthando Training Industries (CAPE TOWN) TP,nti-skills.org.za/,,"Jef Masemola Road, Greenpoint , Khayelitsha, 7784 ","27(0)21-3646243,",Rough Work,Jef Masemola Road,Greenpoint, 7784 ,,,,640
451,Competency International SA (Pty) Ltd- To Remove,,PO Box 815 Constantia 7848,32 Stowe Cresent Silvertree Estate Tokai 7945,021- 701-6601,Rough Work,32 Stowe Cresent Silvertree Estate Tokai 7945,,7945,,,,641
452,Competitive Capabilities International,,P O Box 668 Greenpoint 8051,2nd Floor Newport House Cnr. Ebenezer & Prestwich Rd Greenpoint 8001,021-4190060,Rough Work,2nd Floor Newport House Cnr. Ebenezer & Prestwich Rd Greenpoint 8001,,8001,,,,642
455,Computers 4 Kids,marketing@computers4kids.co.za,P O Box 31143 TOKAI 7966,Unit 106 Block B3 Tokai Village Centre TOKAI Western Cape 7945,021-7127800,Rough Work,Unit 106 Block B3 Tokai Village Centre TOKAI Western Cape 7945,,7945,,,,643
456,Concept Interactive (Cape) cc,info@conceptinteractive.net,SUITE 159 POSTNET X18 RONDEBOSCH 7701,16 Main Road Rosebank Western Cape 7700,021-6850754,Rough Work,16 Main Road Rosebank Western Cape 7700,,7700,,,,644
459,CONDITION YELLOW SKILLS DEVELOPMENT AND FIREARMS TRAINING ACADEMY ,info@firearm-training.co.za,,,,Rough Work,,,,,,,645
46, Noluthando Training Industries (GREENPOINT) (TP),nti-skills.org.za/,,"Jef Masemola Road, Greenpoint , Khayelitsha, 7784 ","27(0)21-3646243,",Rough Work,Jef Masemola Road,Greenpoint, 7784 ,,,,646
460,Consol Limited: Consumer Flexible Packaging,,10 Station Road,10 Station Road,219035138,Rough Work,10 Station Road,,,,,,647
462,Continuing Education for Africa,Klubbe@hc.sun.ac.za,P O Box 173 Wellington 7654,47 Bain Street Wellington 7655,021- 873 3998,Rough Work,47 Bain Street Wellington 7655,,7655,,,,648
463,CONVILLE,,,"CONVILLE PRIM, PIENAAR STREET, GEORGE",044-8732324,Rough Work,CONVILLE PRIM,PIENAAR STREET,,,,,649
465,Cornerstone Institute (RF) NPC,info@cornerstone.ac.za,P O Box 13434 OBSERVATORY  7705,"127 Cecil Road, Salt River, 7925.",(021)448-0050,Rough Work,127 Cecil Road,Salt River,7925,,,,650
466,Cornway Training & Placement Center - Bellville ,info@cornwaytraining.co.za,,"64 Bree Street
Bree Castle House Unit 204
2nd Floor
Cape Town 8000",021 424 1230,Rough Work,64 Bree Street,,8000,,,,651
469,Creative Minds Brackenfell,cmbrackfell@mweb.co.za,Suite 225 Private Bag X13 Brackenfell  Cape Town 7561,11 Roslyn Street  Springbok Park  Brackenfell  Cape Town Western Cape 7561,021-982-6252,Rough Work,11 Roslyn Street  Springbok Park  Brackenfell  Cape Town Western Cape 7561,,7561,,,,652
47, Northlink College - Bellville Campus (BELLVILLE) (TP),www.northlink.co.za,"Private Bag X1, PANORAMA, 7506","80 Voortrekker Road, BELLVILLE, 7530",27 21 970 9200,Rough Work,80 Voortrekker Road,BELLVILLE,7530,,,,653
470,Creative Minds Worcester,0,Posbus 819 Worcester 6849,Hoogstraat 22b Worcester Eastern Cape 6850,023-3423499,Rough Work,Hoogstraat 22b Worcester Eastern Cape 6850,,6850,,,,654
471,Creda Communications (W.C),,Eliot Avenue,Eliot Avenue,215056210,Rough Work,Eliot Avenue,,,,,,655
472,Creda Communications (W.C),veronical@creda.co.za,P O Box 1200,,021- 505 6210,,Eliot Avenue,Epping Industria,7460,,Veronica la Fleur,,656
473,Credit Blende Training (Pty) Ltd ,cbt.training@linknet.co.za,,"Foreshore, Cape Town",011 450 3914/44,Rough Work,Foreshore,Cape Town,,,,,657
475,CROSS SKILLS DEVELOPMENT,,2 Richter Street Uitsicht Durbanville 7550,16 Dwyka Street Stikland,0,Rough Work,16 Dwyka Street Stikland,,,,,,658
476,CTP Limited,,Cnr Caxton & Duminy Street,Cnr Caxton & Duminy Street,219296469,Rough Work,Cnr Caxton & Duminy Street,,,,,,659
477,CTP Limited,Liezl@ctp-mail.co.za,P O Box 6060,,021-929 6469,,Cnr Caxton & Duminy Street,Parow,7500,,Liezl Thiart,,660
479,CTP Printers - Cape Town,,CTP Book Printers,CTP Book Printers,219296469,Rough Work,CTP Book Printers,,,,,,661
48, Northlink College - Wingfield Campus (BELLVILLE) (TP),www.northlink.co.za,"Private Bag X1, PANORAMA, 7506","80 Voortrekker Road, BELLVILLE, 7530",27 21 970 9200,Rough Work,80 Voortrekker Road,BELLVILLE,7530,,,,662
480,CTP Printers - Cape Town,noelb@ctpwebcape.co.za,P O BOX 6060,,021- 929 6469,CTP Printers - CT,Cnr Caxton & Duminy Street,PAROW,7500,,Noel Bowers,,663
481,Culhane Consulting,info@culhane.consulting,19 Keurboom Crescent Plattekloof  7500,19 Keurboom Crescent Plattekloof  7500,021-9304227,Rough Work,19 Keurboom Crescent Plattekloof  7500,,7500,,,,664
482,CWESI CLC,,,"C/O WBHS, LOVERS WALK, WYNBERG",021-7974247,Rough Work,C/O WBHS,LOVERS WALK,,,,,665
483,Cyber Minds (PTY) Limited,ina@minds.co.za,PO Box 6374 Welgemoed Cape Town 7538,157 1st Avenue Parow Cape Town Western Cape 7500,021 - 939 6344,Rough Work,157 1st Avenue Parow Cape Town Western Cape 7500,,7500,,,,666
486,DAIRYBELLE (PTY) LTD - CAPE TOWN,info@dairybelle.co.za,PO Box 2 Eppindust 7475,2 Cochrane Avenue Eppindust,021-5352426,Rough Work,2 Cochrane Avenue Eppindust,,,,,,667
487,DAL JOSAFAT ALC,,,"GROENHEUWEL PRIMARY, SYMPHONY AVENUE, GROENHEUWEL",021-8642418,Rough Work,GROENHEUWEL PRIMARY,SYMPHONY AVENUE,,,,,668
488,DAMBA ALC,,,"SILUMKO STREET, KHAYELTISHA, KHAYELITSHA",021-3615100,Rough Work,SILUMKO STREET,KHAYELTISHA,,,,,669
489,Damelin - Mowbray ,,,12 Liesbeek Parkway Mowbray,0216816000,Rough Work,12 Liesbeek Parkway Mowbray,,,,,,670
490,Damelin (Pty) Ltd,deg@damelin.co.za,92 Overport Drive Juniper House 4th Floor OVERPORT Durban 4067,"12 Liesbeeck  Parkway, Mowbray, Cape Town, 8000.",(031) 251 9300,Rough Work,12 Liesbeeck  Parkway,Mowbray,8000,,,,671
491,Damelin Correspondence College (Pty) Ltd,,P.O Box 19 Cape Town 8000,ICG House 130 Strand Street Cape Town Western Cape 8001,021-417-6700,Rough Work,ICG House 130 Strand Street Cape Town Western Cape 8001,,8001,,,,672
492,Damelin Correspondence College (Pty) Ltd,0,P.O Box 19 Cape Town 8000,ICG House 130 Strand Street Cape Town Western Cape 8001,021-417-6700,Rough Work,ICG House 130 Strand Street Cape Town Western Cape 8001,,8001,,,,673
493,"Damelin Correspondence College (Pty) Ltd CG,",Penny.VanderByl@ICG.edu.za,,"64 St George's Mall
Cape Town
8001",0214176700,Rough Work,64 St George's Mall,,8001,,,,674
494,Damelin Correspondence College ,,,"64 St George's Mall
Cape Town
8001",0214241649,Rough Work,64 St George's Mall,,8001,,,,675
495,Damelin Namaqualand (Springbok),damspring@kingsley.co.za,0,Damelin Namaqualand (Springbok) 0000,027-7441151,Rough Work,Damelin Namaqualand (Springbok) 0000,,0000,,,,676
496,Damelin PTY Ltd,nolan.charles@damelin.co.za,,12 Liesbeek Parkway Mowbray,(031) 713 3800/ 084 555 3989,Rough Work,12 Liesbeek Parkway Mowbray,,,,,,677
497,DAMELIN TECHNICAL DIVISION (Cape Town)(TP),,,,,Rough Work,,,,,,,678
