ProviderMasterID1,Provider_ETQA Master_ID,Provider_ETQA Master_Status,Provider_ETQA Master_Provider_ETQA_ID,ProviderID,Provider Name,Group Provider,Postal address,Centre address,Telephone no,House Number,StreetName,Suburb,City,Postal Code,Provider_ETQA_ID,ETQAs_providers_ID,ETQAs_providers_ETQA,ETQAs_providers_Researcher,ETQAs_providers_Status,CourseMasterID1,Courses_ETQA Master_ID,Courses_ETQA Master_Courses_ID,Qualifications_ID,QualCode,QualName,NQF level,Qualification Type,Descriptor,Specialisation,etqas_courses_,Courses_ID,ETQAs_ID,ETQA_ID,ETQAs_Courses_ETQA,ETQAs_Courses_Researcher
8566,,,416,17,KEITH NOLAN ENGINEERING CC T/A K N ENGINEERING (Blackheath),,"P O Box 2087, SAREPTA, 7582","Blackheath Small Business Centre, Station Road, Blackheath, CAPE TOWN, 7581",021 905 7195,,Station Road,Blackheath,,7581,416,8,MerSETA,Nigel,Private,8566,,3896,4582,NLRD22871,National Certificate in Engineering Fabrication (Light OR Heavy): NQF Level 4,  Level 4,National Certificate,Engineering Fabrication (Light OR Heavy),(Light OR Heavy),,3896,8,16,MerSETA,Nigel
8568,,,433,19,KILN CONTRACTS (Retreat),,"P O Box 36, STEENBERG, 7966","11 Celie Road, RETREAT INDUSTRIA, 7945",021 701 6682,11,Celie Road,Retreat Industria,,7945,433,8,MerSETA,Nigel,Private,8568,,3933,4622,NLRD24214,National Certificate In Welding Application and Practice: NQF Level 2,  Level 2,National Certificate,Welding Application and Practice,,,3933,8,16,MerSETA,Nigel
8569,,,433,19,KILN CONTRACTS (Retreat),,"P O Box 36, STEENBERG, 7966","11 Celie Road, RETREAT INDUSTRIA, 7945",021 701 6682,11,Celie Road,Retreat Industria,,7945,433,8,MerSETA,Nigel,Private,8569,,3930,4619,NLRD24213,National Certificate In Welding Application and Practice: NQF Level 3,  Level 3,National Certificate,Welding Application and Practice,,,3930,8,16,MerSETA,Nigel
8570,,,433,19,KILN CONTRACTS (Retreat),,"P O Box 36, STEENBERG, 7966","11 Celie Road, RETREAT INDUSTRIA, 7945",021 701 6682,11,Celie Road,Retreat Industria,,7945,433,8,MerSETA,Nigel,Private,8570,,3935,4625,NLRD24216,National Certificate In Welding Application and Practice: NQF Level 4,  Level 4,National Certificate,Welding Application and Practice,,,3935,8,16,MerSETA,Nigel
8571,,,958,838,KNYSNA MOTORS (Knysna),,"P O Box 125, KNYSNA, 6570","7 Main Street, KNYSNA, 6570",044 382-6611,,7 Main Street,KNYSNA,KNYSNA,6570,958,8,MerSETA,Nigel,Private,8571,,3883,4570,NLRD22858,National Certificate in Autotronics: NQF Level 2,  Level 2,National Certificate,Autotronics,,,3883,8,16,MerSETA,Nigel
8572,,,958,838,KNYSNA MOTORS (Knysna),,"P O Box 125, KNYSNA, 6570","7 Main Street, KNYSNA, 6570",044 382-6611,,7 Main Street,KNYSNA,KNYSNA,6570,958,8,MerSETA,Nigel,Private,8572,,3885,4572,NLRD22859,National Certificate in Autotronics: NQF Level 3,  Level 3,National Certificate,Autotronics,,,3885,8,16,MerSETA,Nigel
8573,,,958,838,KNYSNA MOTORS (Knysna),,"P O Box 125, KNYSNA, 6570","7 Main Street, KNYSNA, 6570",044 382-6611,,7 Main Street,KNYSNA,KNYSNA,6570,958,8,MerSETA,Nigel,Private,8573,,3887,4574,NLRD22860,National Certificate : Autotronics NQF Level 4,  Level 4,National Certificate,Autotronics NQF Level 4,,,3887,8,16,MerSETA,Nigel
8574,,,958,838,KNYSNA MOTORS (Knysna),,"P O Box 125, KNYSNA, 6570","7 Main Street, KNYSNA, 6570",044 382-6611,,7 Main Street,KNYSNA,KNYSNA,6570,958,8,MerSETA,Nigel,Private,8574,,3938,4629,NLRD24455,National Certificate in servicing vehicles: NQF Level 2,  Level 2,National Certificate,servicing vehicles,,,3938,8,16,MerSETA,Nigel
8575,,,958,838,KNYSNA MOTORS (Knysna),,"P O Box 125, KNYSNA, 6570","7 Main Street, KNYSNA, 6570",044 382-6611,,7 Main Street,KNYSNA,KNYSNA,6570,958,8,MerSETA,Nigel,Private,8575,,3943,4633,NLRD24456,National Certificate in Maintaining Vehicles: NQF Level 3,  Level 3,National Certificate,Maintaining Vehicles,,,3943,8,16,MerSETA,Nigel
8578,,,910,80,,,,,,,,,,,910,1,,,Private,8578,,3898,4585,NLRD23253,"National Certificate in Manufacturing, Engineering and Related Activities: NQF Level 1",  Level 1,National Certificate,"Manufacturing, Engineering and Related Activities",,,3898,8,16,MerSETA,Nigel
8579,,,445,21,LJ JOHANNES T/A THE VILLAGE WORKSHOP (Durbanville),,"23 Wellington Road, Durbanville, CAPE TOWN","23 Wellington Road, Durbanville, CAPE TOWN",021 976-2722,23,Wellington Road,Durbanville,,7550,445,8,MerSETA,Nigel,Private,8579,,3938,4629,NLRD24455,National Certificate in servicing vehicles: NQF Level 2,  Level 2,National Certificate,servicing vehicles,,,3938,8,16,MerSETA,Nigel
8580,,,445,21,LJ JOHANNES T/A THE VILLAGE WORKSHOP (Durbanville),,"23 Wellington Road, Durbanville, CAPE TOWN","23 Wellington Road, Durbanville, CAPE TOWN",021 976-2722,23,Wellington Road,Durbanville,,7550,445,8,MerSETA,Nigel,Private,8580,,3943,4633,NLRD24456,National Certificate in Maintaining Vehicles: NQF Level 3,  Level 3,National Certificate,Maintaining Vehicles,,,3943,8,16,MerSETA,Nigel
8581,,,455,22,LR ALBERTYN T/A LA REFRIGERATION & ELECTRICAL SERVICES (Lansdowne),,"P O Box 24298, LANSDOWNE, 7779","12 Kanarie Road, LANSDOWNE, 7780",021 761-1551,12,Kanarie Road,Lansdowne,,7780,455,8,MerSETA,Nigel,Private,8581,,3948,4638,NLRD48959,"N.C. in Air-conditioning, Refrigeration and Ventilation Level 2 (reviewed)",  Level 2,N.C.,"Air-conditioning, Refrigeration and Ventilation Level 2 (reviewed)",,,3948,8,16,MerSETA,Nigel
8582,,,455,22,LR ALBERTYN T/A LA REFRIGERATION & ELECTRICAL SERVICES (Lansdowne),,"P O Box 24298, LANSDOWNE, 7779","12 Kanarie Road, LANSDOWNE, 7780",021 761-1551,12,Kanarie Road,Lansdowne,,7780,455,8,MerSETA,Nigel,Private,8582,,3949,4639,NLRD48963,"N.C. in Air-Conditioning, Refrigeration and Ventilation Level 3 (Reviewed)",  Level 3,N.C.,"Air-Conditioning, Refrigeration and Ventilation Level 3 (Reviewed)",,,3949,8,16,MerSETA,Nigel
8583,,,455,22,LR ALBERTYN T/A LA REFRIGERATION & ELECTRICAL SERVICES (Lansdowne),,"P O Box 24298, LANSDOWNE, 7779","12 Kanarie Road, LANSDOWNE, 7780",021 761-1551,12,Kanarie Road,Lansdowne,,7780,455,8,MerSETA,Nigel,Private,8583,,3950,4640,NLRD48966,"Further Education And Training Certificate: Air-conditioning, Refrigeration and Ventilation Level 4 (Reviewed)",  Level 4,Further Education And Training Certificate,"Air-conditioning, Refrigeration and Ventilation Level 4 (Reviewed)",,,3950,8,16,MerSETA,Nigel
8584,,,462,23,LUSTIGAAN BELEGGINGS (PTY) LTD T/A MARS EQUIPMENT MANUFACTURING (Daljosaphat),,"P O Box 807, HUGUENOT, 7645","9 Boland Street, Daljosaphat, PAARL, 7646",021 862-6110,9,Boland Street,Daljosaphat,PAARL,7646,462,8,MerSETA,Nigel,Private,8584,,3894,4580,NLRD22870,National Certificate in Engineering Fabrication (Light OR Heavy): NQF Level 3,  Level 3,National Certificate,Engineering Fabrication (Light OR Heavy),(Light OR Heavy),,3894,8,16,MerSETA,Nigel
8585,,,462,23,LUSTIGAAN BELEGGINGS (PTY) LTD T/A MARS EQUIPMENT MANUFACTURING (Daljosaphat),,"P O Box 807, HUGUENOT, 7645","9 Boland Street, Daljosaphat, PAARL, 7646",021 862-6110,9,Boland Street,Daljosaphat,PAARL,7646,462,8,MerSETA,Nigel,Private,8585,,3933,4622,NLRD24214,National Certificate In Welding Application and Practice: NQF Level 2,  Level 2,National Certificate,Welding Application and Practice,,,3933,8,16,MerSETA,Nigel
8586,,,462,23,LUSTIGAAN BELEGGINGS (PTY) LTD T/A MARS EQUIPMENT MANUFACTURING (Daljosaphat),,"P O Box 807, HUGUENOT, 7645","9 Boland Street, Daljosaphat, PAARL, 7646",021 862-6110,9,Boland Street,Daljosaphat,PAARL,7646,462,8,MerSETA,Nigel,Private,8586,,3891,4578,NLRD22869,National Certificate in Engineering Fabrication: NQF Level 2,  Level 2,National Certificate,Engineering Fabrication,,,3891,8,16,MerSETA,Nigel
8587,,,462,23,LUSTIGAAN BELEGGINGS (PTY) LTD T/A MARS EQUIPMENT MANUFACTURING (Daljosaphat),,"P O Box 807, HUGUENOT, 7645","9 Boland Street, Daljosaphat, PAARL, 7646",021 862-6110,9,Boland Street,Daljosaphat,PAARL,7646,462,8,MerSETA,Nigel,Private,8587,,3896,4582,NLRD22871,National Certificate in Engineering Fabrication (Light OR Heavy): NQF Level 4,  Level 4,National Certificate,Engineering Fabrication (Light OR Heavy),(Light OR Heavy),,3896,8,16,MerSETA,Nigel
8588,,,462,23,LUSTIGAAN BELEGGINGS (PTY) LTD T/A MARS EQUIPMENT MANUFACTURING (Daljosaphat),,"P O Box 807, HUGUENOT, 7645","9 Boland Street, Daljosaphat, PAARL, 7646",021 862-6110,9,Boland Street,Daljosaphat,PAARL,7646,462,8,MerSETA,Nigel,Private,8588,,3902,4589,NLRD23254,National Certificate in Mechanical Engineering (Fitting and Machining): NQF Level 2 (Fitter & Turner),  Level 2,National Certificate,Mechanical Engineering (Fitting and Machining),(Fitting and Machining),,3902,8,16,MerSETA,Nigel
8589,,,462,23,LUSTIGAAN BELEGGINGS (PTY) LTD T/A MARS EQUIPMENT MANUFACTURING (Daljosaphat),,"P O Box 807, HUGUENOT, 7645","9 Boland Street, Daljosaphat, PAARL, 7646",021 862-6110,9,Boland Street,Daljosaphat,PAARL,7646,462,8,MerSETA,Nigel,Private,8589,,3905,4591,NLRD23255,National Certificate in Mechanical Engineering (Fitting and Machining): NQF Level 3,  Level 3,National Certificate,Mechanical Engineering (Fitting and Machining),(Fitting and Machining),,3905,8,16,MerSETA,Nigel
8590,,,462,23,LUSTIGAAN BELEGGINGS (PTY) LTD T/A MARS EQUIPMENT MANUFACTURING (Daljosaphat),,"P O Box 807, HUGUENOT, 7645","9 Boland Street, Daljosaphat, PAARL, 7646",021 862-6110,9,Boland Street,Daljosaphat,PAARL,7646,462,8,MerSETA,Nigel,Private,8590,,3907,4593,NLRD23256,National Certificate in Mechanical Engineering (Fitting and Machining): NQF Level 4(Fitting & Turner) Revised,  Level 4,National Certificate,Mechanical Engineering (Fitting and Machining),(Fitting and Machining),,3907,8,16,MerSETA,Nigel
8591,,,462,23,LUSTIGAAN BELEGGINGS (PTY) LTD T/A MARS EQUIPMENT MANUFACTURING (Daljosaphat),,"P O Box 807, HUGUENOT, 7645","9 Boland Street, Daljosaphat, PAARL, 7646",021 862-6110,9,Boland Street,Daljosaphat,PAARL,7646,462,8,MerSETA,Nigel,Private,8591,,3930,4619,NLRD24213,National Certificate In Welding Application and Practice: NQF Level 3,  Level 3,National Certificate,Welding Application and Practice,,,3930,8,16,MerSETA,Nigel
8592,,,462,23,LUSTIGAAN BELEGGINGS (PTY) LTD T/A MARS EQUIPMENT MANUFACTURING (Daljosaphat),,"P O Box 807, HUGUENOT, 7645","9 Boland Street, Daljosaphat, PAARL, 7646",021 862-6110,9,Boland Street,Daljosaphat,PAARL,7646,462,8,MerSETA,Nigel,Private,8592,,3935,4625,NLRD24216,National Certificate In Welding Application and Practice: NQF Level 4,  Level 4,National Certificate,Welding Application and Practice,,,3935,8,16,MerSETA,Nigel
8593,,,471,24,M & D ENGINEERING (Woodstock),,"P O Box 1098, WOODSTOCK, 7925","8 Melborn Road, Woodstock, CAPE TOWN, 8000",021 447-0787,8,Melborn Road,Woodstock,,8000,471,8,MerSETA,Nigel,Private,8593,,3859,4549,NLRD20719,National Certificate in Aircon Refrigeration Ventilation: NQF Level 2,  Level 2,National Certificate,Aircon Refrigeration Ventilation,,,3859,8,16,MerSETA,Nigel
8594,,,471,24,M & D ENGINEERING (Woodstock),,"P O Box 1098, WOODSTOCK, 7925","8 Melborn Road, Woodstock, CAPE TOWN, 8000",021 447-0787,8,Melborn Road,Woodstock,,8000,471,8,MerSETA,Nigel,Private,8594,,3862,4551,NLRD20721,National Certificate in Aircon Refrigeration Ventilation: NQF Level 4,  Level 4,National Certificate,Aircon Refrigeration Ventilation,,,3862,8,16,MerSETA,Nigel
8595,,,471,24,M & D ENGINEERING (Woodstock),,"P O Box 1098, WOODSTOCK, 7925","8 Melborn Road, Woodstock, CAPE TOWN, 8000",021 447-0787,8,Melborn Road,Woodstock,,8000,471,8,MerSETA,Nigel,Private,8595,,3861,4550,NLRD20720,National Certificate in Aircon Refrigeration Ventilation: NQF Level 3,  Level 3,National Certificate,Aircon Refrigeration Ventilation,,,3861,8,16,MerSETA,Nigel
8596,,,479,25,MAPC TRADING (PTY) LTD T/A MAPC TRAINING ACADEMY (Maitland)(TP),,"P O Box 33771, JEPPESTOWN, 2043","Cnr Voortrekker Road & 3rd Avenue, Maitland, CAPE TOWN",011 216-0641,,Cnr Voortrekker Road & 3rd Avenue,Maitland,,7405,479,8,MerSETA,Nigel,Private,8596,,3954,4644,NLRD49689,National Certificate in Automotive Repair and Maintenance NQF Level 2,  Level 2,National Certificate,Automotive Repair and Maintenance NQF Level 2,,,3954,8,16,MerSETA,Nigel
8600,,,488,26,MARKET TOYOTA (Rylands),,"P O BOX 487, Gatesville, 7760","59 College Road, Rylands, Athlone",021 637 - 9130,59,College Road,Rylands,,7764,488,8,MerSETA,Nigel,Private,8600,,3867,4556,NLRD21003,National Certificate in Motor Sales and Support Services: NQF Level 4,  Level 4,National Certificate,Motor Sales and Support Services,,,3867,8,16,MerSETA,Nigel
8601,,,488,26,MARKET TOYOTA (Rylands),,"P O BOX 487, Gatesville, 7760","59 College Road, Rylands, Athlone",021 637 - 9130,59,College Road,Rylands,,7764,488,8,MerSETA,Nigel,Private,8601,,3938,4629,NLRD24455,National Certificate in servicing vehicles: NQF Level 2,  Level 2,National Certificate,servicing vehicles,,,3938,8,16,MerSETA,Nigel
8602,,,488,26,MARKET TOYOTA (Rylands),,"P O BOX 487, Gatesville, 7760","59 College Road, Rylands, Athlone",021 637 - 9130,59,College Road,Rylands,,7764,488,8,MerSETA,Nigel,Private,8602,,3943,4633,NLRD24456,National Certificate in Maintaining Vehicles: NQF Level 3,  Level 3,National Certificate,Maintaining Vehicles,,,3943,8,16,MerSETA,Nigel
8603,,,910,80,,,,,,,,,,,910,1,,,Private,8603,,3954,4644,NLRD49689,National Certificate in Automotive Repair and Maintenance NQF Level 2,  Level 2,National Certificate,Automotive Repair and Maintenance NQF Level 2,,,3954,8,16,MerSETA,Nigel
8604,,,503,28,MARSDEN (PTY) LTD (Airport Industria),,"P O BOX 2848, CLAREINCH, 7740","6 Milan Street, Airport Industria, CAPE TOWN",021 386 4436,6,Milan Street,Airport Industria,,7490,503,8,MerSETA,Nigel,Private,8604,,3930,4619,NLRD24213,National Certificate In Welding Application and Practice: NQF Level 3,  Level 3,National Certificate,Welding Application and Practice,,,3930,8,16,MerSETA,Nigel
8605,,,503,28,MARSDEN (PTY) LTD (Airport Industria),,"P O BOX 2848, CLAREINCH, 7740","6 Milan Street, Airport Industria, CAPE TOWN",021 386 4436,6,Milan Street,Airport Industria,,7490,503,8,MerSETA,Nigel,Private,8605,,3933,4622,NLRD24214,National Certificate In Welding Application and Practice: NQF Level 2,  Level 2,National Certificate,Welding Application and Practice,,,3933,8,16,MerSETA,Nigel
8606,,,503,28,MARSDEN (PTY) LTD (Airport Industria),,"P O BOX 2848, CLAREINCH, 7740","6 Milan Street, Airport Industria, CAPE TOWN",021 386 4436,6,Milan Street,Airport Industria,,7490,503,8,MerSETA,Nigel,Private,8606,,3935,4625,NLRD24216,National Certificate In Welding Application and Practice: NQF Level 4,  Level 4,National Certificate,Welding Application and Practice,,,3935,8,16,MerSETA,Nigel
8611,,,526,31,McCarthy Academy Cape Town (BLACKHEATH) (TP),,"P O Box 6672, KRAAIFONTEIN NORTH, 7572","Unit 8 - 9B, Barlinka Road, Saxenberg Business Park",021 905-7997,,Barlinka Road,Blackheath,,7580,526,8,MerSETA,Nigel,Private,8611,,3961,4650,NLRD58497,National Certificate in Automotive Repair And Maintenance NQF Level 3,  Level 3,National Certificate,Automotive Repair And Maintenance NQF Level 3,,,3961,8,16,MerSETA,Nigel
8612,,,526,31,McCarthy Academy Cape Town (BLACKHEATH) (TP),,"P O Box 6672, KRAAIFONTEIN NORTH, 7572","Unit 8 - 9B, Barlinka Road, Saxenberg Business Park",021 905-7997,,Barlinka Road,Blackheath,,7580,526,8,MerSETA,Nigel,Private,8612,,3987,4676,NLRD64810,National Certificate: Automotive Repair And Maintenance NQF Level 2 (Reviewed),  Level 2,National Certificate,Automotive Repair And Maintenance NQF Level 2 (Reviewed),,,3987,8,16,MerSETA,Nigel
8613,,,526,31,McCarthy Academy Cape Town (BLACKHEATH) (TP),,"P O Box 6672, KRAAIFONTEIN NORTH, 7572","Unit 8 - 9B, Barlinka Road, Saxenberg Business Park",021 905-7997,,Barlinka Road,Blackheath,,7580,526,8,MerSETA,Nigel,Private,8613,,3986,4675,NLRD64809,National Certificate: Automotive Repair And Maintenance NQF Level 3,  Level 3,National Certificate,Automotive Repair And Maintenance NQF Level 3,,,3986,8,16,MerSETA,Nigel
8614,,,526,31,McCarthy Academy Cape Town (BLACKHEATH) (TP),,"P O Box 6672, KRAAIFONTEIN NORTH, 7572","Unit 8 - 9B, Barlinka Road, Saxenberg Business Park",021 905-7997,,Barlinka Road,Blackheath,,7580,526,8,MerSETA,Nigel,Private,8614,,3989,4678,NLRD64849,Further Education And Training Certificate: Automotive Repair And Maintenance : NQF Level 4 (Reviewed),  Level 4,Further Education And Training Certificate,Automotive Repair And Maintenance,NQF Level 4 (Reviewed),,3989,8,16,MerSETA,Nigel
8615,,,526,31,McCarthy Academy Cape Town (BLACKHEATH) (TP),,"P O Box 6672, KRAAIFONTEIN NORTH, 7572","Unit 8 - 9B, Barlinka Road, Saxenberg Business Park",021 905-7997,,Barlinka Road,Blackheath,,7580,526,8,MerSETA,Nigel,Private,8615,,3985,4674,NLRD64789,National Certificate: Automotive Repair And Maintenance NQF Level 5,  Level 5,National Certificate,Automotive Repair And Maintenance NQF Level 5,,,3985,8,16,MerSETA,Nigel
8616,,,526,31,McCarthy Academy Cape Town (BLACKHEATH) (TP),,"P O Box 6672, KRAAIFONTEIN NORTH, 7572","Unit 8 - 9B, Barlinka Road, Saxenberg Business Park",021 905-7997,,Barlinka Road,Blackheath,,7580,526,8,MerSETA,Nigel,Private,8616,,3938,4629,NLRD24455,National Certificate in servicing vehicles: NQF Level 2,  Level 2,National Certificate,servicing vehicles,,,3938,8,16,MerSETA,Nigel
8617,,,526,31,McCarthy Academy Cape Town (BLACKHEATH) (TP),,"P O Box 6672, KRAAIFONTEIN NORTH, 7572","Unit 8 - 9B, Barlinka Road, Saxenberg Business Park",021 905-7997,,Barlinka Road,Blackheath,,7580,526,8,MerSETA,Nigel,Private,8617,,3943,4633,NLRD24456,National Certificate in Maintaining Vehicles: NQF Level 3,  Level 3,National Certificate,Maintaining Vehicles,,,3943,8,16,MerSETA,Nigel
8618,,,526,31,McCarthy Academy Cape Town (BLACKHEATH) (TP),,"P O Box 6672, KRAAIFONTEIN NORTH, 7572","Unit 8 - 9B, Barlinka Road, Saxenberg Business Park",021 905-7997,,Barlinka Road,Blackheath,,7580,526,8,MerSETA,Nigel,Private,8618,,3883,4570,NLRD22858,National Certificate in Autotronics: NQF Level 2,  Level 2,National Certificate,Autotronics,,,3883,8,16,MerSETA,Nigel
8619,,,526,31,McCarthy Academy Cape Town (BLACKHEATH) (TP),,"P O Box 6672, KRAAIFONTEIN NORTH, 7572","Unit 8 - 9B, Barlinka Road, Saxenberg Business Park",021 905-7997,,Barlinka Road,Blackheath,,7580,526,8,MerSETA,Nigel,Private,8619,,3885,4572,NLRD22859,National Certificate in Autotronics: NQF Level 3,  Level 3,National Certificate,Autotronics,,,3885,8,16,MerSETA,Nigel
8620,,,526,31,McCarthy Academy Cape Town (BLACKHEATH) (TP),,"P O Box 6672, KRAAIFONTEIN NORTH, 7572","Unit 8 - 9B, Barlinka Road, Saxenberg Business Park",021 905-7997,,Barlinka Road,Blackheath,,7580,526,8,MerSETA,Nigel,Private,8620,,3887,4574,NLRD22860,National Certificate : Autotronics NQF Level 4,  Level 4,National Certificate,Autotronics NQF Level 4,,,3887,8,16,MerSETA,Nigel
8621,,,526,31,McCarthy Academy Cape Town (BLACKHEATH) (TP),,"P O Box 6672, KRAAIFONTEIN NORTH, 7572","Unit 8 - 9B, Barlinka Road, Saxenberg Business Park",021 905-7997,,Barlinka Road,Blackheath,,7580,526,8,MerSETA,Nigel,Private,8621,,3867,4556,NLRD21003,National Certificate in Motor Sales and Support Services: NQF Level 4,  Level 4,National Certificate,Motor Sales and Support Services,,,3867,8,16,MerSETA,Nigel
8622,,,526,31,McCarthy Academy Cape Town (BLACKHEATH) (TP),,"P O Box 6672, KRAAIFONTEIN NORTH, 7572","Unit 8 - 9B, Barlinka Road, Saxenberg Business Park",021 905-7997,,Barlinka Road,Blackheath,,7580,526,8,MerSETA,Nigel,Private,8622,,3954,4644,NLRD49689,National Certificate in Automotive Repair and Maintenance NQF Level 2,  Level 2,National Certificate,Automotive Repair and Maintenance NQF Level 2,,,3954,8,16,MerSETA,Nigel
8623,,,526,31,McCarthy Academy Cape Town (BLACKHEATH) (TP),,"P O Box 6672, KRAAIFONTEIN NORTH, 7572","Unit 8 - 9B, Barlinka Road, Saxenberg Business Park",021 905-7997,,Barlinka Road,Blackheath,,7580,526,8,MerSETA,Nigel,Private,8623,,4320,4980,SP 0001/06-17,SUSPENSION FITTER PART 1,  Level 2,Skills Programme,SUSPENSION FITTER PART 1,,,4320,8,16,MerSETA,Nigel
8624,,,526,31,McCarthy Academy Cape Town (BLACKHEATH) (TP),,"P O Box 6672, KRAAIFONTEIN NORTH, 7572","Unit 8 - 9B, Barlinka Road, Saxenberg Business Park",021 905-7997,,Barlinka Road,Blackheath,,7580,526,8,MerSETA,Nigel,Private,8624,,4321,4981,SP 0002/06-17,SUSPENSION FITTER PART 2,  Level 3,Skills Programme,SUSPENSION FITTER PART 2,,,4321,8,16,MerSETA,Nigel
8625,,,526,31,McCarthy Academy Cape Town (BLACKHEATH) (TP),,"P O Box 6672, KRAAIFONTEIN NORTH, 7572","Unit 8 - 9B, Barlinka Road, Saxenberg Business Park",021 905-7997,,Barlinka Road,Blackheath,,7580,526,8,MerSETA,Nigel,Private,8625,,3972,4661,NLRD58539,Further Education And Training Certificate : Automotive Repair And Maintenance NQF Level 4,  Level 4,Further Education And Training Certificate,Automotive Repair And Maintenance NQF Level 4,,,3972,8,16,MerSETA,Nigel
8626,,,526,31,McCarthy Academy Cape Town (BLACKHEATH) (TP),,"P O Box 6672, KRAAIFONTEIN NORTH, 7572","Unit 8 - 9B, Barlinka Road, Saxenberg Business Park",021 905-7997,,Barlinka Road,Blackheath,,7580,526,8,MerSETA,Nigel,Private,8626,,3889,4576,NLRD22861,National Certificate in Autotronics: NQF Level 5,  Level 5,National Certificate,Autotronics,,,3889,8,16,MerSETA,Nigel
8627,,,526,31,McCarthy Academy Cape Town (BLACKHEATH) (TP),,"P O Box 6672, KRAAIFONTEIN NORTH, 7572","Unit 8 - 9B, Barlinka Road, Saxenberg Business Park",021 905-7997,,Barlinka Road,Blackheath,,7580,526,8,MerSETA,Nigel,Private,8627,,4008,4695,NLRD78944,National Certificate: Autotronics NQF Level 2,  Level 2,National Certificate,Autotronics NQF Level 2,,,4008,8,16,MerSETA,Nigel
8628,,,526,31,McCarthy Academy Cape Town (BLACKHEATH) (TP),,"P O Box 6672, KRAAIFONTEIN NORTH, 7572","Unit 8 - 9B, Barlinka Road, Saxenberg Business Park",021 905-7997,,Barlinka Road,Blackheath,,7580,526,8,MerSETA,Nigel,Private,8628,,4006,4693,NLRD78923,National Certificate: Autotronics NQF level 3,  Level 3,National Certificate,Autotronics NQF level 3,,,4006,8,16,MerSETA,Nigel
8629,,,526,31,McCarthy Academy Cape Town (BLACKHEATH) (TP),,"P O Box 6672, KRAAIFONTEIN NORTH, 7572","Unit 8 - 9B, Barlinka Road, Saxenberg Business Park",021 905-7997,,Barlinka Road,Blackheath,,7580,526,8,MerSETA,Nigel,Private,8629,,4005,4692,NLRD78883,Further Education and Training Certificate: Autotronics NQF Level 4,  Level 4,Further Education and Training Certificate,Autotronics NQF Level 4,,,4005,8,16,MerSETA,Nigel
8630,,,526,31,McCarthy Academy Cape Town (BLACKHEATH) (TP),,"P O Box 6672, KRAAIFONTEIN NORTH, 7572","Unit 8 - 9B, Barlinka Road, Saxenberg Business Park",021 905-7997,,Barlinka Road,Blackheath,,7580,526,8,MerSETA,Nigel,Private,8630,,4007,4694,NLRD78943,National Certificate: Autotronics NQF Level 5,  Level 5,National Certificate,Autotronics NQF Level 5,,,4007,8,16,MerSETA,Nigel
8631,,,526,31,McCarthy Academy Cape Town (BLACKHEATH) (TP),,"P O Box 6672, KRAAIFONTEIN NORTH, 7572","Unit 8 - 9B, Barlinka Road, Saxenberg Business Park",021 905-7997,,Barlinka Road,Blackheath,,7580,526,8,MerSETA,Nigel,Private,8631,,3975,4664,NLRD63479,Further Education And Training Certificate: Mechanical Engineering: Fitting: Manufacturing And Engineering NQF Level 4,  Level 4,Further Education And Training Certificate,Mechanical Engineering,Fitting,,3975,8,16,MerSETA,Nigel
8662,,,550,34,MCD Training Centre (Pty) Ltd (CAPE TOWN) (TP),,"P O Box 300, PAARDENEILAND 7420","Duncan Road (Next to Royal Yacht Club), Table Bay Harbour, CAPE TOWN, 7420",087 813-0038,,Duncan Road (Next to Royal Yacht Club),Table Bay Harbour,,7420,550,8,MerSETA,Nigel,Private,8662,,3996,4684,NLRD66774,National Certificate: Engineering Fabrication: Manufacturing And Engineering NQF Level 2,  Level 2,National Certificate,Engineering Fabrication,Manufacturing And Engineering,,3996,8,16,MerSETA,Nigel
8663,,,550,34,MCD Training Centre (Pty) Ltd (CAPE TOWN) (TP),,"P O Box 300, PAARDENEILAND 7420","Duncan Road (Next to Royal Yacht Club), Table Bay Harbour, CAPE TOWN, 7420",087 813-0038,,Duncan Road (Next to Royal Yacht Club),Table Bay Harbour,,7420,550,8,MerSETA,Nigel,Private,8663,,3994,4682,NLRD66772,National Certificate: Engineering Fabrication: Manufacturing And Engineering NQF Level 3,  Level 3,National Certificate,Engineering Fabrication,Manufacturing And Engineering,,3994,8,16,MerSETA,Nigel
8664,,,550,34,MCD Training Centre (Pty) Ltd (CAPE TOWN) (TP),,"P O Box 300, PAARDENEILAND 7420","Duncan Road (Next to Royal Yacht Club), Table Bay Harbour, CAPE TOWN, 7420",087 813-0038,,Duncan Road (Next to Royal Yacht Club),Table Bay Harbour,,7420,550,8,MerSETA,Nigel,Private,8664,,3974,4663,NLRD63473,National Certificate: Mechanical Engineering : Fitting : Manufacturing And Engineering NQF Level 2,  Level 2,National Certificate,Mechanical Engineering,Fitting,,3974,8,16,MerSETA,Nigel
