ProviderMasterID1,ID,Enrolled,Wrote exams,Passed,Status,Qualifications_ID,QualCode,QualName,Credits,NQF level,Qualification Type,Descriptor,Specialisation,Field,Provider_ETQA_ID
8664,,,,,,4663,NLRD63473,National Certificate: Mechanical Engineering : Fitting : Manufacturing And Engineering NQF Level 2,,  Level 2,,,,,550
8665,,,,,,4683,NLRD66773,Further Education And Training Certificate: Engineering Fabrication: Manufacturing And Engineering NQF Level 4,,  Level 4,FETC,,,,550
8674,,,,,,4925,SAQA ID 66509,"Further Education and Training Certificate: Air-conditioning, Refrigeration and Ventilation ",,4,FETC,,,,1028
8681,,,,,,4570,NLRD22858,National Certificate in Autotronics: NQF Level 2,,  Level 2,,,,,574
8682,,,,,,4572,NLRD22859,National Certificate in Autotronics: NQF Level 3,,  Level 3,,,,,574
8683,,,,,,4574,NLRD22860,National Certificate : Autotronics NQF Level 4,,  Level 4,,,,,574
8684,,,,,,4576,NLRD22861,National Certificate in Autotronics: NQF Level 5,,  Level 5,,,,,574
8686,,,,,,4660,NLRD58536,Further Education And Training Certificate: Welding Application And Practice NQF Level 4 (Reviewed),,  Level 4,FETC,,,,590
8687,,,,,,4990,SP 0067/06-17,"Measure, cut and weld material in all positions",,  Level 3,,,,,590
8688,,,,,,4982,SP 0014/06-17,Gas welding and cutting skills,,  Level 2,,,,,590
8689,,,,,,4985,SP 0026/06-17,"Assemble, cut and arc weld workpieces",,  Level 2,Skills Programme,,,,590
8690,,,,,,4986,SP 0045/06-17,Engineering processes and different welding techniques Level 2,,  Level 2,,,,,590
8691,,,,,,4987,SP 0046/06-17,"Prepare,assemble and arc weld workpieces",,  Level 2,,,,,590
8692,,,,,,4988,SP 0047/06-17,"Prepare, assemble and gas weld workpieces",,  Level 2,,,,,590
8693,,,,,,4989,SP 0057/06-17,Argon Welding,,  Level 3,Skills Programme,,,,590
8694,,,,,,5004,SP 0194/07-17,Advanced Pipe Welding,,  Level 4,,,,,590
8695,,,,,,5005,SP 0214/07-17,Advanced Stainless Steel And Aluminium Welding,,  Level 4,,,,,590
8696,,,,,,5013,SP 0302/09-17,Assistant Welder,,  Level 2,Skills Programme,,,,590
8697,,,,,,4656,NLRD58535,National Certificate In Welding Application And Practice NQF Level 3 (Reviewed),,  Level 3,,,,,590
8698,,,,,,4652,NLRD58534,National Certificate In Welding Application And Practice NQF Level 2 (Reviewed),,  Level 2,,,,,590
8699,,,,,,4619,NLRD24213,National Certificate In Welding Application and Practice: NQF Level 3,,  Level 3,,,,,590
8700,,,,,,4622,NLRD24214,National Certificate In Welding Application and Practice: NQF Level 2,,  Level 2,,,,,590
8701,,,,,,4625,NLRD24216,National Certificate In Welding Application and Practice: NQF Level 4,,  Level 4,,,,,590
8702,,,,,,4629,NLRD24455,National Certificate in servicing vehicles: NQF Level 2,,  Level 2,,,,,590
8703,,,,,,4633,NLRD24456,National Certificate in Maintaining Vehicles: NQF Level 3,,  Level 3,,,,,910
8704,,,,,,4585,NLRD23253,"National Certificate in Manufacturing, Engineering and Related Activities: NQF Level 1",,  Level 1,,,,,606
8705,,,,,,4570,NLRD22858,National Certificate in Autotronics: NQF Level 2,,  Level 2,,,,,606
8706,,,,,,4572,NLRD22859,National Certificate in Autotronics: NQF Level 3,,  Level 3,,,,,606
8707,,,,,,4574,NLRD22860,National Certificate : Autotronics NQF Level 4,,  Level 4,,,,,606
8708,,,,,,4613,NLRD23280,National Certificate in Mechanical Engineering (Tooling Manufacture): NQF Level 3,,  Level 3,,,,,614
8709,,,,,,4615,NLRD23281,National Certificate In Mechanical Engineering (Tooling Manufacture) : NQF Level 4,,  Level 4,,,,,614
8718,,,,,,4578,NLRD22869,National Certificate in Engineering Fabrication: NQF Level 2,,  Level 2,,,,,1079
8719,,,,,,4580,NLRD22870,National Certificate in Engineering Fabrication (Light OR Heavy): NQF Level 3,,  Level 3,,,,,1079
8720,,,,,,4582,NLRD22871,National Certificate in Engineering Fabrication (Light OR Heavy): NQF Level 4,,  Level 4,,,,,1079
8721,,,,,,4629,NLRD24455,National Certificate in servicing vehicles: NQF Level 2,,  Level 2,,,,,1079
8722,,,,,,4633,NLRD24456,National Certificate in Maintaining Vehicles: NQF Level 3,,  Level 3,,,,,1079
8723,,,,,,4604,NLRD23277,National Certificate in Mechanical Engineering (Machining): NQF Level 2,,  Level 2,,,,,1079
8724,,,,,,4607,NLRD23278,National Certificate in Mechanical Engineering (Machining): NQF Level 3,,  Level 3,,,,,1079
8725,,,,,,4610,NLRD23279,National Certificate in Mechanical Engineering (Machining): NQF Level 4,,  Level 4,,,,,1079
8726,,,,,,4622,NLRD24214,National Certificate In Welding Application and Practice: NQF Level 2,,  Level 2,,,,,1079
8727,,,,,,4619,NLRD24213,National Certificate In Welding Application and Practice: NQF Level 3,,  Level 3,,,,,1079
8728,,,,,,4625,NLRD24216,National Certificate In Welding Application and Practice: NQF Level 4,,  Level 4,,,,,1079
8729,,,,,,4633,NLRD24456,National Certificate in Maintaining Vehicles: NQF Level 3,,  Level 3,,,,,633
8730,,,,,,4629,NLRD24455,National Certificate in servicing vehicles: NQF Level 2,,  Level 2,,,,,633
8732,,,,,,4920,SAQA ID 57881,National Certificate: Welding Application and Practice ,,2,,,,,640
8790,,,,,,4845,SAQA ID 23253,"National Certificate (GETC): Manufacturing, Engineering and Related Activities ",,1,,,,,653
8809,,,,,,4919,SAQA ID 49689,National Certificate: Automotive Repair and Maintenance ,,2,,,,,653
8815,,,,,,4920,SAQA ID 57881,National Certificate: Welding Application and Practice ,,2,,,,,653
8817,,,,,,4845,SAQA ID 23253,"National Certificate (GETC): Manufacturing, Engineering and Related Activities ",,1,,,,,662
8840,,,,,,4919,SAQA ID 49689,National Certificate: Automotive Repair and Maintenance ,,2,,,,,662
8879,,,,,,4647,Nlrd58268,National Certificate: Lift Installation And Maintenance NQF Level 2,,  Level 2,,,,,54
8880,,,,,,4648,Nlrd58271,National Certificate: Lift Installation and maintenance NQF Level 3,,  Level 3,,,,,54
8881,,,,,,4649,Nlrd58275,Further Education And Training Certificate: Lift Installation And Maintenance NQF Level 4,,  Level 4,FETC,,,,54
8906,,,,,,4629,NLRD24455,National Certificate in servicing vehicles: NQF Level 2,,  Level 2,,,,,707
8907,,,,,,4633,NLRD24456,National Certificate in Maintaining Vehicles: NQF Level 3,,  Level 3,,,,,707
8908,,,,,,4585,NLRD23253,"National Certificate in Manufacturing, Engineering and Related Activities: NQF Level 1",,  Level 1,,,,,707
8909,,,,,,4585,NLRD23253,"National Certificate in Manufacturing, Engineering and Related Activities: NQF Level 1",,  Level 1,,,,,910
8927,,,,,,4585,NLRD23253,"National Certificate in Manufacturing, Engineering and Related Activities: NQF Level 1",,  Level 1,,,,,756
8950,,,,,,4918,SAQA ID 48915,Further Education and Training Certificate: Manufacturing and Assembly Operations Supervision ,,4,FETC,,,,777
8960,,,,,,4589,NLRD23254,National Certificate in Mechanical Engineering (Fitting and Machining): NQF Level 2 (Fitter & Turner),,  Level 2,,,,,799
8961,,,,,,4591,NLRD23255,National Certificate in Mechanical Engineering (Fitting and Machining): NQF Level 3,,  Level 3,,,,,799
8962,,,,,,4593,NLRD23256,National Certificate in Mechanical Engineering (Fitting and Machining): NQF Level 4(Fitting & Turner) Revised,,  Level 4,,,,,799
8963,,,,,,4585,NLRD23253,"National Certificate in Manufacturing, Engineering and Related Activities: NQF Level 1",,  Level 1,,,,,799
8964,,,,,,4622,NLRD24214,National Certificate In Welding Application and Practice: NQF Level 2,,  Level 2,,,,,799
8965,,,,,,4619,NLRD24213,National Certificate In Welding Application and Practice: NQF Level 3,,  Level 3,,,,,799
8966,,,,,,4625,NLRD24216,National Certificate In Welding Application and Practice: NQF Level 4,,  Level 4,,,,,799
8967,,,,,,4578,NLRD22869,National Certificate in Engineering Fabrication: NQF Level 2,,  Level 2,,,,,799
8968,,,,,,4580,NLRD22870,National Certificate in Engineering Fabrication (Light OR Heavy): NQF Level 3,,  Level 3,,,,,799
8969,,,,,,4582,NLRD22871,National Certificate in Engineering Fabrication (Light OR Heavy): NQF Level 4,,  Level 4,,,,,799
8970,,,,,,4596,NLRD23273,National Certificate in Mechanical Engineering (Fitting): NQF Level 2 (Fitter),,  Level 2,,,,,799
8971,,,,,,4599,NLRD23274,National Certificate in Mechanical Engineering (Fitting): NQF Level 3,,  Level 3,,,,,799
8972,,,,,,4601,NLRD23275,National Certificate in Mechanical Engineering (Fitting): NQF Level 4,,  Level 4,,,,,799
8974,,,,,,4629,NLRD24455,National Certificate in servicing vehicles: NQF Level 2,,  Level 2,,,,,806
8975,,,,,,4633,NLRD24456,National Certificate in Maintaining Vehicles: NQF Level 3,,  Level 3,,,,,806
8976,,,,,,4570,NLRD22858,National Certificate in Autotronics: NQF Level 2,,  Level 2,,,,,806
8977,,,,,,4572,NLRD22859,National Certificate in Autotronics: NQF Level 3,,  Level 3,,,,,806
8978,,,,,,4574,NLRD22860,National Certificate : Autotronics NQF Level 4,,  Level 4,,,,,806
8979,,,,,,4576,NLRD22861,National Certificate in Autotronics: NQF Level 5,,  Level 5,,,,,806
8983,,,,,,4578,NLRD22869,National Certificate in Engineering Fabrication: NQF Level 2,,  Level 2,,,,,819
8984,,,,,,4580,NLRD22870,National Certificate in Engineering Fabrication (Light OR Heavy): NQF Level 3,,  Level 3,,,,,819
8985,,,,,,4582,NLRD22871,National Certificate in Engineering Fabrication (Light OR Heavy): NQF Level 4,,  Level 4,,,,,819
8988,,,,,,4578,NLRD22869,National Certificate in Engineering Fabrication: NQF Level 2,,  Level 2,,,,,910
8989,,,,,,4580,NLRD22870,National Certificate in Engineering Fabrication (Light OR Heavy): NQF Level 3,,  Level 3,,,,,826
8990,,,,,,4582,NLRD22871,National Certificate in Engineering Fabrication (Light OR Heavy): NQF Level 4,,  Level 4,,,,,826
8992,,,,,,4845,SAQA ID 23253,"National Certificate (GETC): Manufacturing, Engineering and Related Activities ",,1,,,,,841
9026,,,,,,4633,NLRD24456,National Certificate in Maintaining Vehicles: NQF Level 3,,  Level 3,,,,,850
9027,,,,,,4644,NLRD49689,National Certificate in Automotive Repair and Maintenance NQF Level 2,,  Level 2,,,,,850
9029,,,,,,4553,NLRD20888,National Certificate in Plastics Manufacturing: NQF Level 2,,  Level 2,,,,,149
9030,,,,,,4554,NLRD20889,National Certificate in Plastics Manufacturing: NQF Level 3,,  Level 3,,,,,149
9031,,,,,,4555,NLRD20890,National Certificate in Plastics Manufacturing: NQF Level 4,,  Level 4,,,,,149
9032,,,,,,4604,NLRD23277,National Certificate in Mechanical Engineering (Machining): NQF Level 2,,  Level 2,,,,,149
9033,,,,,,4613,NLRD23280,National Certificate in Mechanical Engineering (Tooling Manufacture): NQF Level 3,,  Level 3,,,,,149
9034,,,,,,4615,NLRD23281,National Certificate In Mechanical Engineering (Tooling Manufacture) : NQF Level 4,,  Level 4,,,,,149
9069,,,,,,4585,NLRD23253,"National Certificate in Manufacturing, Engineering and Related Activities: NQF Level 1",,  Level 1,,,,,910
9070,,,,,,4585,NLRD23253,"National Certificate in Manufacturing, Engineering and Related Activities: NQF Level 1",,  Level 1,,,,,910
9072,,,,,,4622,NLRD24214,National Certificate In Welding Application and Practice: NQF Level 2,,  Level 2,,,,,890
9073,,,,,,4619,NLRD24213,National Certificate In Welding Application and Practice: NQF Level 3,,  Level 3,,,,,890
9074,,,,,,4625,NLRD24216,National Certificate In Welding Application and Practice: NQF Level 4,,  Level 4,,,,,890
9076,,,,,,4556,NLRD21003,National Certificate in Motor Sales and Support Services: NQF Level 4,,  Level 4,,,,,903
9077,,,,,,4629,NLRD24455,National Certificate in servicing vehicles: NQF Level 2,,  Level 2,,,,,903
9078,,,,,,4633,NLRD24456,National Certificate in Maintaining Vehicles: NQF Level 3,,  Level 3,,,,,903
9079,,,,,,4845,SAQA ID 23253,"National Certificate (GETC): Manufacturing, Engineering and Related Activities ",,1,,,,,903
9080,,,,,,4604,NLRD23277,National Certificate in Mechanical Engineering (Machining): NQF Level 2,,  Level 2,,,,,910
9081,,,,,,4629,NLRD24455,National Certificate in servicing vehicles: NQF Level 2,,  Level 2,,,,,413
9082,,,,,,4633,NLRD24456,National Certificate in Maintaining Vehicles: NQF Level 3,,  Level 3,,,,,413
9083,,,,,,4604,NLRD23277,National Certificate in Mechanical Engineering (Machining): NQF Level 2,,  Level 2,,,,,413
9084,,,,,,4607,NLRD23278,National Certificate in Mechanical Engineering (Machining): NQF Level 3,,  Level 3,,,,,413
9085,,,,,,4610,NLRD23279,National Certificate in Mechanical Engineering (Machining): NQF Level 4,,  Level 4,,,,,413
9089,,,,,,4629,NLRD24455,National Certificate in servicing vehicles: NQF Level 2,,  Level 2,,,,,414
9090,,,,,,4633,NLRD24456,National Certificate in Maintaining Vehicles: NQF Level 3,,  Level 3,,,,,414
9091,,,,,,4652,NLRD58534,National Certificate In Welding Application And Practice NQF Level 2 (Reviewed),,  Level 2,,,,,415
9100,,,,,,4650,NLRD58497,National Certificate in Automotive Repair And Maintenance NQF Level 3,,  Level 3,,,,,417
9101,,,,,,4661,NLRD58539,Further Education And Training Certificate : Automotive Repair And Maintenance NQF Level 4,,  Level 4,FETC,,,,417
9102,,,,,,4676,NLRD64810,National Certificate: Automotive Repair And Maintenance NQF Level 2 (Reviewed),,  Level 2,,,,,417
9103,,,,,,4675,NLRD64809,National Certificate: Automotive Repair And Maintenance NQF Level 3,,  Level 3,,,,,417
9104,,,,,,4678,NLRD64849,Further Education And Training Certificate: Automotive Repair And Maintenance : NQF Level 4 (Reviewed),,  Level 4,FETC,,,,417
9105,,,,,,4574,NLRD22860,National Certificate : Autotronics NQF Level 4,,  Level 4,,,,,417
9106,,,,,,4570,NLRD22858,National Certificate in Autotronics: NQF Level 2,,  Level 2,,,,,417
9107,,,,,,4572,NLRD22859,National Certificate in Autotronics: NQF Level 3,,  Level 3,,,,,417
9108,,,,,,4669,NLRD64410,National Certificate: Automotive Spray Painting NQF Level 2,,  Level 2,,,,,417
9109,,,,,,4668,NLRD64409,National Certificate: Automotive Spray Painting NQF Level 3,,  Level 3,,,,,417
9110,,,,,,4670,NLRD64411,Further Education And Training Certificate: Automotive Spray Painting NQF Level 4,,  Level 4,FETC,,,,417
9111,,,,,,4633,NLRD24456,National Certificate in Maintaining Vehicles: NQF Level 3,,  Level 3,,,,,417
9112,,,,,,4644,NLRD49689,National Certificate in Automotive Repair and Maintenance NQF Level 2,,  Level 2,,,,,417
9113,,,,,,4673,NLRD64709,National Certificate: Automotive Body Repair NQF Level 2,,  Level 2,,,,,417
9114,,,,,,4671,NLRD64529,National Certificate: Automotive Body Repair NQF Level 3,,  Level 3,,,,,417
9115,,,,,,4672,NLRD64549,Further Education And Training Certificate: Automotive Body Repair NQF Level 4,,  Level 4,FETC,,,,417
9116,,,,,,4556,NLRD21003,National Certificate in Motor Sales and Support Services: NQF Level 4,,  Level 4,,,,,417
9121,,,,,,4570,NLRD22858,National Certificate in Autotronics: NQF Level 2,,  Level 2,,,,,418
9122,,,,,,4572,NLRD22859,National Certificate in Autotronics: NQF Level 3,,  Level 3,,,,,418
9123,,,,,,4574,NLRD22860,National Certificate : Autotronics NQF Level 4,,  Level 4,,,,,418
9124,,,,,,4629,NLRD24455,National Certificate in servicing vehicles: NQF Level 2,,  Level 2,,,,,418
9125,,,,,,4633,NLRD24456,National Certificate in Maintaining Vehicles: NQF Level 3,,  Level 3,,,,,418
9126,,,,,,4556,NLRD21003,National Certificate in Motor Sales and Support Services: NQF Level 4,,  Level 4,,,,,418
9127,,,,,,4570,NLRD22858,National Certificate in Autotronics: NQF Level 2,,  Level 2,,,,,419
9128,,,,,,4572,NLRD22859,National Certificate in Autotronics: NQF Level 3,,  Level 3,,,,,419
9129,,,,,,4574,NLRD22860,National Certificate : Autotronics NQF Level 4,,  Level 4,,,,,419
9130,,,,,,4629,NLRD24455,National Certificate in servicing vehicles: NQF Level 2,,  Level 2,,,,,419
9131,,,,,,4633,NLRD24456,National Certificate in Maintaining Vehicles: NQF Level 3,,  Level 3,,,,,419
9132,,,,,,4556,NLRD21003,National Certificate in Motor Sales and Support Services: NQF Level 4,,  Level 4,,,,,419
9134,,,,,,4589,NLRD23254,National Certificate in Mechanical Engineering (Fitting and Machining): NQF Level 2 (Fitter & Turner),,  Level 2,,,,,420
9135,,,,,,4591,NLRD23255,National Certificate in Mechanical Engineering (Fitting and Machining): NQF Level 3,,  Level 3,,,,,420
9136,,,,,,4593,NLRD23256,National Certificate in Mechanical Engineering (Fitting and Machining): NQF Level 4(Fitting & Turner) Revised,,  Level 4,,,,,420
9137,,,,,,4596,NLRD23273,National Certificate in Mechanical Engineering (Fitting): NQF Level 2 (Fitter),,  Level 2,,,,,420
9138,,,,,,4599,NLRD23274,National Certificate in Mechanical Engineering (Fitting): NQF Level 3,,  Level 3,,,,,420
9139,,,,,,4601,NLRD23275,National Certificate in Mechanical Engineering (Fitting): NQF Level 4,,  Level 4,,,,,420
9140,,,,,,4604,NLRD23277,National Certificate in Mechanical Engineering (Machining): NQF Level 2,,  Level 2,,,,,420
9141,,,,,,4607,NLRD23278,National Certificate in Mechanical Engineering (Machining): NQF Level 3,,  Level 3,,,,,420
9142,,,,,,4610,NLRD23279,National Certificate in Mechanical Engineering (Machining): NQF Level 4,,  Level 4,,,,,420
9143,,,,,,4585,NLRD23253,"National Certificate in Manufacturing, Engineering and Related Activities: NQF Level 1",,  Level 1,,,,,910
9144,,,,,,4585,NLRD23253,"National Certificate in Manufacturing, Engineering and Related Activities: NQF Level 1",,  Level 1,,,,,910
9150,,,,,,4845,SAQA ID 23253,"National Certificate (GETC): Manufacturing, Engineering and Related Activities ",,1,,,,,422
9156,,,,,,4570,NLRD22858,National Certificate in Autotronics: NQF Level 2,,  Level 2,,,,,423
9157,,,,,,4572,NLRD22859,National Certificate in Autotronics: NQF Level 3,,  Level 3,,,,,423
9158,,,,,,4574,NLRD22860,National Certificate : Autotronics NQF Level 4,,  Level 4,,,,,423
9159,,,,,,4589,NLRD23254,National Certificate in Mechanical Engineering (Fitting and Machining): NQF Level 2 (Fitter & Turner),,  Level 2,,,,,424
9160,,,,,,4591,NLRD23255,National Certificate in Mechanical Engineering (Fitting and Machining): NQF Level 3,,  Level 3,,,,,424
9161,,,,,,4593,NLRD23256,National Certificate in Mechanical Engineering (Fitting and Machining): NQF Level 4(Fitting & Turner) Revised,,  Level 4,,,,,424
9162,,,,,,4644,NLRD49689,National Certificate in Automotive Repair and Maintenance NQF Level 2,,  Level 2,,,,,425
9163,,,,,,4675,NLRD64809,National Certificate: Automotive Repair And Maintenance NQF Level 3,,  Level 3,,,,,425
9164,,,,,,4676,NLRD64810,National Certificate: Automotive Repair And Maintenance NQF Level 2 (Reviewed),,  Level 2,,,,,425
9165,,,,,,4678,NLRD64849,Further Education And Training Certificate: Automotive Repair And Maintenance : NQF Level 4 (Reviewed),,  Level 4,FETC,,,,425
9166,,,,,,4629,NLRD24455,National Certificate in servicing vehicles: NQF Level 2,,  Level 2,,,,,425
9167,,,,,,4633,NLRD24456,National Certificate in Maintaining Vehicles: NQF Level 3,,  Level 3,,,,,425
9168,,,,,,4652,NLRD58534,National Certificate In Welding Application And Practice NQF Level 2 (Reviewed),,  Level 2,,,,,425
9169,,,,,,4660,NLRD58536,Further Education And Training Certificate: Welding Application And Practice NQF Level 4 (Reviewed),,  Level 4,FETC,,,,425
9170,,,,,,4656,NLRD58535,National Certificate In Welding Application And Practice NQF Level 3 (Reviewed),,  Level 3,,,,,425
9171,,,,,,4684,NLRD66774,National Certificate: Engineering Fabrication: Manufacturing And Engineering NQF Level 2,,  Level 2,,,,,425
9174,,,,,,4920,SAQA ID 57881,National Certificate: Welding Application and Practice ,,2,,,,,425
9198,,,,,,4589,NLRD23254,National Certificate in Mechanical Engineering (Fitting and Machining): NQF Level 2 (Fitter & Turner),,  Level 2,,,,,426
9199,,,,,,4591,NLRD23255,National Certificate in Mechanical Engineering (Fitting and Machining): NQF Level 3,,  Level 3,,,,,426
9200,,,,,,4593,NLRD23256,National Certificate in Mechanical Engineering (Fitting and Machining): NQF Level 4(Fitting & Turner) Revised,,  Level 4,,,,,426
9205,,,,,,4589,NLRD23254,National Certificate in Mechanical Engineering (Fitting and Machining): NQF Level 2 (Fitter & Turner),,  Level 2,,,,,428
9206,,,,,,4591,NLRD23255,National Certificate in Mechanical Engineering (Fitting and Machining): NQF Level 3,,  Level 3,,,,,428
9207,,,,,,4593,NLRD23256,National Certificate in Mechanical Engineering (Fitting and Machining): NQF Level 4(Fitting & Turner) Revised,,  Level 4,,,,,428
9208,,,,,,4604,NLRD23277,National Certificate in Mechanical Engineering (Machining): NQF Level 2,,  Level 2,,,,,279
9209,,,,,,4607,NLRD23278,National Certificate in Mechanical Engineering (Machining): NQF Level 3,,  Level 3,,,,,279
9210,,,,,,4610,NLRD23279,National Certificate in Mechanical Engineering (Machining): NQF Level 4,,  Level 4,,,,,279
9211,,,,,,4622,NLRD24214,National Certificate In Welding Application and Practice: NQF Level 2,,  Level 2,,,,,279
9212,,,,,,4619,NLRD24213,National Certificate In Welding Application and Practice: NQF Level 3,,  Level 3,,,,,279
9213,,,,,,4625,NLRD24216,National Certificate In Welding Application and Practice: NQF Level 4,,  Level 4,,,,,279
9214,,,,,,4578,NLRD22869,National Certificate in Engineering Fabrication: NQF Level 2,,  Level 2,,,,,279
9215,,,,,,4580,NLRD22870,National Certificate in Engineering Fabrication (Light OR Heavy): NQF Level 3,,  Level 3,,,,,279
9216,,,,,,4596,NLRD23273,National Certificate in Mechanical Engineering (Fitting): NQF Level 2 (Fitter),,  Level 2,,,,,279
9217,,,,,,4599,NLRD23274,National Certificate in Mechanical Engineering (Fitting): NQF Level 3,,  Level 3,,,,,279
9218,,,,,,4601,NLRD23275,National Certificate in Mechanical Engineering (Fitting): NQF Level 4,,  Level 4,,,,,279
9219,,,,,,4589,NLRD23254,National Certificate in Mechanical Engineering (Fitting and Machining): NQF Level 2 (Fitter & Turner),,  Level 2,,,,,279
9220,,,,,,4591,NLRD23255,National Certificate in Mechanical Engineering (Fitting and Machining): NQF Level 3,,  Level 3,,,,,279
9221,,,,,,4593,NLRD23256,National Certificate in Mechanical Engineering (Fitting and Machining): NQF Level 4(Fitting & Turner) Revised,,  Level 4,,,,,279
9222,,,,,,4582,NLRD22871,National Certificate in Engineering Fabrication (Light OR Heavy): NQF Level 4,,  Level 4,,,,,279
9223,,,,,,4610,NLRD23279,National Certificate in Mechanical Engineering (Machining): NQF Level 4,,  Level 4,,,,,429
9224,,,,,,4607,NLRD23278,National Certificate in Mechanical Engineering (Machining): NQF Level 3,,  Level 3,,,,,429
9225,,,,,,4604,NLRD23277,National Certificate in Mechanical Engineering (Machining): NQF Level 2,,  Level 2,,,,,429
9247,,,,,,4679,NLRD65449,"National Certificate: Air-Conditioning, Refrigeration And Ventilation NQF Level 2",,  Level 2,,,,,434
9248,,,,,,4680,NLRD65489,"National Certificate: Air-Conditioning, Refrigeration And Ventilation NQF Level 3",,  Level 3,,,,,434
9249,,,,,,4681,NLRD65509,"Further Education And Training Certificate: Air-Conditioning, Refrigeration And Ventilation NQF Level 4",,  Level 4,FETC,,,,434
9250,,,,,,4845,SAQA ID 23253,"National Certificate (GETC): Manufacturing, Engineering and Related Activities ",,1,,,,,435
9276,,,,,,4679,NLRD65449,"National Certificate: Air-Conditioning, Refrigeration And Ventilation NQF Level 2",,  Level 2,,,,,436
9277,,,,,,4680,NLRD65489,"National Certificate: Air-Conditioning, Refrigeration And Ventilation NQF Level 3",,  Level 3,,,,,436
9278,,,,,,4681,NLRD65509,"Further Education And Training Certificate: Air-Conditioning, Refrigeration And Ventilation NQF Level 4",,  Level 4,FETC,,,,436
9283,,,,,,4585,NLRD23253,"National Certificate in Manufacturing, Engineering and Related Activities: NQF Level 1",,  Level 1,,,,,437
9284,,,,,,4549,NLRD20719,National Certificate in Aircon Refrigeration Ventilation: NQF Level 2,,  Level 2,,,,,437
9285,,,,,,4550,NLRD20720,National Certificate in Aircon Refrigeration Ventilation: NQF Level 3,,  Level 3,,,,,437
9286,,,,,,4551,NLRD20721,National Certificate in Aircon Refrigeration Ventilation: NQF Level 4,,  Level 4,,,,,437
9289,,,,,,4589,NLRD23254,National Certificate in Mechanical Engineering (Fitting and Machining): NQF Level 2 (Fitter & Turner),,  Level 2,,,,,438
9290,,,,,,4591,NLRD23255,National Certificate in Mechanical Engineering (Fitting and Machining): NQF Level 3,,  Level 3,,,,,438
9291,,,,,,4593,NLRD23256,National Certificate in Mechanical Engineering (Fitting and Machining): NQF Level 4(Fitting & Turner) Revised,,  Level 4,,,,,438
9299,,,,,,4924,SAQA ID 64289,Further Education and Training Certificate: Automotive Sales and Support Services ,,4,FETC,,,,439
9332,,,,,,4663,NLRD63473,National Certificate: Mechanical Engineering : Fitting : Manufacturing And Engineering NQF Level 2,,  Level 2,,,,,441
9337,,,,,,4684,NLRD66774,National Certificate: Engineering Fabrication: Manufacturing And Engineering NQF Level 2,,  Level 2,,,,,442
9338,,,,,,4982,SP 0014/06-17,Gas welding and cutting skills,,  Level 2,,,,,442
9339,,,,,,5004,SP 0194/07-17,Advanced Pipe Welding,,  Level 4,,,,,442
9340,,,,,,4994,SP 0088/07-17,Shielded metal arc welding process Level 2,,  Level 2,,,,,442
9341,,,,,,4995,SP 0089/07-17,Shielded Metal Arc Welding process Level 3,,  Level 3,,,,,442
9342,,,,,Unit Standard/Short Course,5000,SP 0167/07-17,Use of hand tools in fabrication,,  Level 2,,,,,442
9343,,,,,,4996,SP 0094/07-17,Cutting and welding processes,,  Level 3,,,,,442
9344,,,,,,4988,SP 0047/06-17,"Prepare, assemble and gas weld workpieces",,  Level 2,,,,,442
9345,,,,,,4990,SP 0067/06-17,"Measure, cut and weld material in all positions",,  Level 3,,,,,442
9346,,,,,,5001,SP 0168/07-17,Welding process within fabrication,,  Level 2,,,,,442
9347,,,,,,4998,SP 0128/07-17,Safety in the workplace,,  Level 2,,,,,442
9348,,,,,,4992,SP 0070/06-17,Interpret drawings for fabrication processes,,  Level 2,,,,,442
9349,,,,,,5006,SP 0233/08-17,Basic fire fighting,,  Level 2,,,,,442
9350,,,,,,5007,SP 0234/08-17,Basic first aid,,  Level 2,,,,,442
9351,,,,,,5016,SP 0370/09-17,Basic HIV/AIDS And First Aid Adviser,,  Level 2,,,,,442
9352,,,,,,5013,SP 0302/09-17,Assistant Welder,,  Level 2,Skills Programme,,,,442
9353,,,,,,4989,SP 0057/06-17,Argon Welding,,  Level 3,Skills Programme,,,,442
9354,,,,,,4652,NLRD58534,National Certificate In Welding Application And Practice NQF Level 2 (Reviewed),,  Level 2,,,,,442
9355,,,,,,4656,NLRD58535,National Certificate In Welding Application And Practice NQF Level 3 (Reviewed),,  Level 3,,,,,442
9356,,,,,,4660,NLRD58536,Further Education And Training Certificate: Welding Application And Practice NQF Level 4 (Reviewed),,  Level 4,FETC,,,,442
9357,,,,,,4987,SP 0046/06-17,"Prepare,assemble and arc weld workpieces",,  Level 2,,,,,442
9358,,,,,,4993,SP 0071/06-17,Work safely with workshop tools,,  Level 2,,,,,442
9359,,,,,,4997,SP 0095/07-17,Oxy Fuel Gas Welding,,  Level 2,,,,,442
9360,,,,,,4991,SP 0068/06-17,Pipe welding,,  Level 4,,,,,442
9361,,,,,,5011,SP 0287/08-17,Basic Gas Metal Arc Welder,,  Level 2,,,,,442
9362,,,,,,4985,SP 0026/06-17,"Assemble, cut and arc weld workpieces",,  Level 2,Skills Programme,,,,442
9363,,,,,,5018,SP 0391/09-17,Fabrication Assistance Welder,,  Level 2,,,,,442
9364,,,,,,5019,SP 0393/09-17,Assistant Carbon Steel Welder,,  Level 2,Skills Programme,,,,442
