Qualifications_ID,QualCode,QualName,Credits,NQF level,Qualification Type,Descriptor,Specialisation,Sub_Specialisation,Field,ID,ETQAs_ID
2851,22394,Master of Science: Computational Finance,120,NQF Level 09,Master,Science,Computational Finance,,,1995,15
2852,22395,Graduate Certificate: Information and Communicatio,120,NQF Level 07,Graduate Certificate,Information and Communicatio,,,,1996,15
2853,22396,Bachelor of Science Honours: Applied Herbal Scienc,120,NQF Level 08,Bachelor (Honours),Science,Applied Herbal Scienc,,,1997,15
2854,22397,Master of Library Sciences,120,NQF Level 09,Master,Library Sciences,,,,1998,15
2855,22398,Bachelor of Library Science,480,NQF Level 07,Bachelor,Library Science,,,,1999,15
2856,22399,Bachelor of Library Science Education,480,NQF Level 07,Bachelor,Library Science Education,,,,2000,15
2857,22400,Diploma: Library and Information Science,360,NQF Level 06,Diploma,Library and Information Science,,,,2001,15
2858,22401,Doctor of Library Sciences,240,NQF Level 10,Doctor,Library Sciences,,,,2002,15
2859,22402,Master of Philosophy: Inter-disciplinary,120,NQF Level 09,Master,Philosophy,Inter-disciplinary,,,2003,15
286,,ITEC Diploma Level 2 & 3 (non-matriculant),,NQF Level 2 - 3,International,ITEC Diploma,non-matriculant,,Services,2004,16
2860,22403,Doctor of Literature,240,NQF Level 10,Doctor,Literature,,,,2005,15
2861,22404,Doctor of Philosophy: Humanities,240,NQF Level 10,Doctor,Philosophy,Humanities,,,2006,15
2862,22471,Bachelor of Science Honours: Applied Geology: Expl,120,NQF Level 08,Bachelor (Honours),Science,Applied Geology,Expl,,2007,15
2863,22472,Bachelor of Science Honours: Applied Geology: Petr,120,NQF Level 08,Bachelor (Honours),Science,Applied Geology,Petr,,2008,15
2864,22473,Doctor of Philosophy: Applied Geology: Exploration,240,NQF Level 10,Doctor,Philosophy,Applied Geology,Exploration,,2009,15
2865,22474,Doctor of Philosophy: Applied Geology: Petroleum G,240,NQF Level 10,Doctor,Philosophy,Applied Geology,Petroleum G,,2010,15
2866,22475,Advanced Diploma: Land: Local and Family History,120,NQF Level 07,Advanced Diploma,Land,Local and Family History,,,2011,15
2867,22650,Master of Science: Occupational Therapy,120,NQF Level 09,Master,Science,Occupational Therapy,,,2012,15
2868,22673,National Certificate: Wastewater Process Operations,,,National Certificate,Wastewater Process Operations,,,,2013,26
2869,22710,Bachelor of Science: Traditional and Complementary,360,NQF Level 07,Bachelor,Science,Traditional and Complementary,,,2014,15
287,,"ITEC Diploma Level 4, 5 (matriculant)",,"NQF Level 4, 5 (matriculant)",International,ITEC Diploma,matriculant,,Services,2015,16
2870,22711,National Certificate: Computer Science ,120,,National Certificate,Computer Science ,,,,2016,9
2871,22994,Bachelor of Commerce Honours: Information Systems,120,NQF Level 08,Bachelor (Honours),Commerce,Information Systems,,,2017,15
2872,22995,Bachelor of Commerce Honours: Management Foundatio,200,NQF Level 08,Bachelor (Honours),Commerce,Management Foundatio,,,2018,15
2873,229994,U/S: Assess a worksite for work at height and prepare a fall protection plan,,,Unit standard,,,,,2019,19
2874,229995,"U/S: Install, use and perform basic rescues from fall arrest systems and implement the fall protection plan",,,Unit standard,,,,,2020,19
2875,229996,"U/S: Rig working ropes, undertake rescues and perform a range of rope access tasks",,,Unit standard,,,,,2021,19
2876,229997,U/S: Select equipment and rig ropes for rope access projects,,,Unit standard,,,,,2022,19
2877,229998,U/S: Explain and perform fall arrest techniques when working at height,,,Unit standard,,,,,2023,19
2878,229999,U/S: Perform a range of advanced fall arrest rescues,,,Unit standard,,,,,2024,19
2879,230000,U/S: Perform a limited range of rope access tasks and rescues,,,Unit standard,,,,,2025,19
288,,Lithography( Paper Section),,,Trade Test,Lithography( Paper Section),,,,2026,11
2880,230001,U/S: Supervise rope access teams and perform advanced manoeuvres and rescues,,,Unit standard,,,,,2027,19
2881,230021,"U/S: Conduct evaluations, inspections and visits for the purpose of assessing compliance and ensuring improvement of service",8,NQF 6,Unit standard,,,,,2028,21
2882,23093,General Education and Training Certificate: Development Practice,,NQF 1,General Education and Training Certificate,Development Practice,,,,2029,25
2883,23094,Further Education and Training Certificate: Development Practice,,NQF 4,Further Education and Training Certificate,Development Practice,,,,2030,25
2884,23095,Higher Education and Training Certificate: Development Practice,,NQF 5,TBD,Higher Education and Training Certificate,Development Practice,,,2031,25
2885,23114,Basic Certificate: Early Childhood Development,,NQF 1,Basic Certificate,Early Childhood Development,,,,2032,25
2886,23114,Basic Certificate: ECD Learnership Level 1,,NQF 1,Basic Certificate,ECD Learnership Level 1,,,,2033,25
2887,23116,ECD Practitioners Levels 4,,NQF 4,TBD,ECD Practitioners Levels 4,,,,2034,25
2888,23116,National Certificate: Early Childhood Development,,NQF 4,National Certificate,Early Childhood Development,,,,2035,25
2889,23117,Higher Certificate: Early Childhood Development,,NQF 5,Higher Certificate,Early Childhood Development,,,,2036,25
289,,Master of Arts (Fine Arts),,,Master,Arts,Fine Arts,,,2037,13
2890,23117,"Higher Certificate: Early Childhood Development, NQF 5",,NQF 5,Higher Certificate,"Early Childhood Development, NQF 5",,,,2038,25
2891,23118,ECD Practitioners Levels 5,,NQF 5,TBD,ECD Practitioners Levels 5,,,,2039,25
2892,23118,National Diploma: Early Childhood Development,,NQF 5,National Diploma,Early Childhood Development,,,,2040,25
2893,23254,National Certificate: Mechanical Enineering: Fitting and Machining,185,NQF 2,National Certificate,Mechanical Enineering,Fitting and Machining,,,2041,20
2894,23374,National Certificate: Fitness,,,National Certificate,Fitness,,,,2042,22
2895,23613 ,Mechanics: Chemical Welding ,120 ,NQF Level 2 ,TBD,Mechanics,Chemical Welding ,,,2043,24
2896,23616,Certificate: Local Government ,120,5,Certificate,Local Government ,,,,2044,7
2897,23617,Higher Certificate: Local Government,240,5,Higher Certificate,Local Government,,,,2045,7
2898,23618,Certificate: Office Administration,120,NQF Level 05,Certificate,Office Administration,,,,2046,2
2899,23619,Higher Certificate: Office Administration,240,NQF Level 05,Higher Certificate,Office Administration,,,,2047,2
29,,Advanced Diploma in Health Services Management and Leadership,,,Advanced Diploma,Health Services Management and Leadership,,,,2048,13
290,,Master of Arts in Creative Brand Leadership,,,Master,Arts,Creative Brand Leadership,,,2049,13
2900,23626,National Certificate Electrical,,,National Certificate,Electrical,,,,2050,10
2901,23626,National Certificate Fitting and Turning,,,National Certificate,Fitting and Turning,,,,2051,10
2902,23626,National Certificate Instrument Mechanician,,,National Certificate,Instrument Mechanician,,,,2052,10
2903,23630,National Cetificate Plater/Boilermaker,,,National Certificate,Plater/Boilermaker,,,,2053,10
2904,23631,National Certificate Plater/welder,,,National Certificate,Plater/welder,,,,2054,10
2906,23654,National Certificate: Management,,NQF Level 3,National Certificate,Management,,,,2055,19
2907,23675 ,National Certificate: Management of Building Construction Processes ,204 ,Level TBA: Pre-2009 was L5 ,National Certificate,Management of Building Construction Processes ,,,,2056,23
2908,23676,Advanced Diploma: Management,120,NQF Level 07,Advanced Diploma,Management,,,,2057,15
2909,23677,National Certificate: Power Plant Auxiliary Systems Operation,,,National Certificate,Power Plant Auxiliary Systems Operation,,,,2058,26
291,,Mechanical Engineering Studies (Motor Mechanic) (N1 - N3),,N1-N3,Nated,Engineering,"Mechanical, Motor Mechanic",,Engineering,2059,16
2910,23681,Bachelor of Arts,360,NQF Level 07,Bachelor,Arts,,,,2060,15
2911,23683 ,National Diploma: Management of Civil Engineering Construction Processes ,271 ,NQF Level 05 ,National Diploma,Management of Civil Engineering Construction Processes ,,,,2061,23
2912,23684,Bachelor of Arts Honours,120,NQF Level 08,Bachelor (Honours),Arts,,,,2062,15
2913,23685,Master of Arts,120,NQF Level 09,Master,Arts,,,,2063,15
2914,23686,Doctor of Philosophy: Law,240,NQF Level 10,Doctor,Philosophy,Law,,,2064,15
2915,23687,Doctor of Laws,240,NQF Level 10,Doctor,Laws,,,,2065,15
2916,23688,Bachelor of Commerce: Information Systems,360,NQF Level 07,Bachelor,Commerce,Information Systems,,,2066,15
2917,23689,Master of Education: Master of Philosophy,240,NQF Level 09,Master,Education,Master,Philosophy,,2067,15
2918,23693,Diploma: Sport and Exercise Science,360,NQF Level 06,Diploma,Sport and Exercise Science,,,,2068,15
2919,23694,Bachelor of Science: Sport and Exercise Science,360,NQF Level 07,Bachelor,Science,Sport and Exercise Science,,,2069,15
292,,MicrosoftTM IT Academy (MSITA),,,Clarify,MicrosoftTM IT Academy (MSITA),,,IT,2070,16
2920,23695,Bachelor of Science Honours,120,NQF Level 08,Bachelor (Honours),Science,,,,2071,15
2921,23696,Master of Science,120,NQF Level 09,Master,Science,,,,2072,15
2922,23697,Master of Philosophy: Natural Science,120,NQF Level 09,Master,Philosophy,Natural Science,,,2073,15
2923,23698,Master of Philosophy: Mathematics,120,NQF Level 09,Master,Philosophy,Mathematics,,,2074,15
2924,23699,Master of Philosophy: Physics,120,NQF Level 09,Master,Philosophy,Physics,,,2075,15
2925,23700,Master of Philosophy: Chemistry,120,NQF Level 09,Master,Philosophy,Chemistry,,,2076,15
2926,23701,Master of Philosophy: Botany,120,NQF Level 09,Master,Philosophy,Botany,,,2077,15
2927,23702,Doctor of Philosophy: Natural Science,240,NQF Level 10,Doctor,Philosophy,Natural Science,,,2078,15
2928,23703,Doctor of Science,240,NQF Level 10,Doctor,Science,,,,2079,15
2929,23704,Master of Dental Surgery,360,NQF Level 09,Master,Dental Surgery,,,,2080,15
293,,Motor Mechanics,,,Clarify,Motor Mechanics,,,Engineering,2081,16
2930,23705,Doctor of Philosophy: Dental Surgery,240,NQF Level 10,Doctor,Philosophy,Dental Surgery,,,2082,15
2931,23733,National Certificate: Nuclear Power Plant Operation,,,National Certificate,Nuclear Power Plant Operation,,,,2083,26
2932,23734,National Diploma: Nuclear Power Plant Process Control,,,National Diploma,Nuclear Power Plant Process Control,,,,2084,26
2933,23735,National Certificate: Hydro Power Plant Operation,,,National Certificate,Hydro Power Plant Operation,,,,2085,26
2934,23736,National Diploma: Hydro Power Plant Process Control,,,National Diploma,Hydro Power Plant Process Control,,,,2086,26
2935,23793,Bachelor of Arts: Human Ecology,480,NQF Level 07,Bachelor,Arts,Human Ecology,,,2087,15
2936,23914,Diploma: ABET Practice Training and Development,240,NQF Level 06,Diploma,ABET Practice Training and Development,,,,2088,15
2937,23953,Further Education and Training Certificate: New Venture Creation (SMME),162,NQF 4,Further Education and Training Certificate,New Venture Creation (SMME),,,,2089,20
2938,23953,National Certificate: New Venture Creation (SMME),,,National Certificate,New Venture Creation (SMME),(SMME),,,2090,3
2939,23993,FET Certificate: Social Auxiliary Work,,,FET Certificate,Social Auxiliary Work,,,,2091,5
294,,Nated (N1 - N3):Business Management,,N1-N3,Nated,Business Management,,,Business,2092,16
2940,24133 ,National Certificate: Construction: Roadworks ,120 ,NQF Level 2 ,National Certificate,Construction,Roadworks ,,,2093,23
2941,24173 ,National Certificate: Construction: Roadworks ,155 ,NQF Level 3 ,National Certificate,Construction,Roadworks ,,,2094,23
2942,24194 ,National Certificate: Construction Material Manufacturing ,130 ,Level TBA: Pre-2009 was L4 ,National Certificate,Construction Material Manufacturing ,,,,2095,23
2943,24196 ,National Certificate: Construction Material Manufacturing ,120 ,NQF Level 3 ,National Certificate,Construction Material Manufacturing ,,,,2096,23
2944,24198 ,National Certificate: Construction Material Manufacturing ,120 ,NQF Level 2 ,National Certificate,Construction Material Manufacturing ,,,,2097,23
2945,242584,U/S: Demonstrate knowledge and understanding of the Financial Advisory and Intermediary Services Act 2002 (FAIS) (Act 37 of 2002) as it impacts on a specific financial services sub-sector,2,NQF 4,Unit standard,,,,,2098,21
2946,242593,U/S: Explain South African money laundering legislation and the implications for accountable institutions in transacting with clients,3,NQF 4,Unit standard,,,,,2099,21
2947,242649,U/S: Manage physical resources,15,NQF 5,Unit standard,,,,,2100,9
2948,242650,U/S: Manage project finances,15,NQF 5,Unit standard,,,,,2101,9
2949,242655,U/S: Demonstrate knowledge and application of ethical conduct in a business environment,,,Unit standard,,,,,2102,19
295,,Nated (N1 – N3):Electrical Engineering,,N1-N3,Nated,Electrical Engineering,,,Engineering,2103,16
2950,242668,"U/S: Demonstrate knowledge and application of the Occupational Health and Safety Act, 85 of 1993 (OHSA) (as amended) and the responsibilities of management in terms of the Act",,,Unit standard,,,,,2104,19
2951,24273 ,National Certificate: Community House Building ,124 ,NQF Level 2 ,National Certificate,Community House Building ,,,,2105,23
2952,242777,U/S: Operate a closing process on a food automated packaging line,,,Unit standard,,,,,2106,3
2953,242778,U/S: Operate a labelling process on a food automated packaging line,,,Unit standard,,,,,2107,3
2954,242779,U/S: Operate filling process on a food automated packaging line,,,Unit standard,,,,,2108,3
2955,242790,U/S: Operate an inspection process on a food automated packaging line,,,Unit standard,,,,,2109,3
2956,242810,U/S: Manage Expenditure against a budget,,,Unit standard,,,,,2110,19
2957,242811,U/S: Prioritise time and work for self and team,,,Unit standard,,,,,2111,19
2958,242812,U/S: Induct a member into a team,,,Unit standard,,,,,2112,19
2959,242813,U/S: Explain the contribution made by own area of responsibility to the overall organisational strategy,5,NQF 4,Unit standard,,,,,2113,9
296,,Nated (N4 – N6):Business Management,,N4-N6,Nated,Business Management,,,Business,2114,16
2960,242814,U/S: Identify and explain the core and support functions of an organisation,,,Unit standard,,,,,2115,19
2961,242816,U/S: Conduct a structured meeting,,,Unit standard,,,,,2116,19
2962,242817,"U/S: Solve problems, make decisions and implement solutions",,,Unit standard,,,,,2117,19
2963,242819,U/S: Motivate and Build a Team,,,Unit standard,,,,,2118,19
2964,242820,U/S: Maintain records for a team,,,Unit standard,,,,,2119,19
2965,242821,U/S: Identify responsibilities of a team leader in ensuring that organisational standards are met,,,Unit standard,,,,,2120,19
2966,242822,U/S: Employ a systematic approach to achieving objectives,,,Unit standard,,,,,2121,19
2967,242824,U/S: Apply leadership concepts in a work context,,,Unit standard,,,,,2122,19
2968,242829,U/S: Monitor the level of service to a range of customers,,,Unit standard,,,,,2123,19
2969,242839,U/S: Research content for a presentation,,NQF 4,Unit standard,,,,,2124,25
297,,Nated (N4 – N6):Educare,,N4-N6,Nated,Educare,,,Education,2125,16
2970,242840,U/S: Make oral presentations,,NQF 4,Unit standard,,,,,2126,25
2971,242842,U/S: Plan and prepare for an effective presentation,,NQF 4,Unit standard,,,,,2127,25
2972,242873,U/S: Advise stakeholders on the roles and functions of the institutions participating in skills development,8,NQF 5,Unit standard,,,,,2128,9
2973,24293,National Certificate: Information Technology: Technical Support,163,,National Certificate,Information Technology,Technical Support,,,2129,9
2974,24294,National Certificate: Information Technology: Systems Development,178,,National Certificate,Information Technology,Systems Development,,,2130,9
2975,243193,U/S: Practice good health and grooming habits,,,Unit standard,,,,,2131,3
2976,24384,Master of Philosophy: Development Finance,120,NQF Level 09,Master,Philosophy,Development Finance,,,2132,15
2977,24385,Masters of Philosophy: Assisted Reproduction,180,NQF Level 09,Masters of Philosophy,Assisted Reproduction,,,,2133,15
2978,243854,U/S: Assess the quality of plums for export,20,NQF 5,Unit standard,,,,,2134,20
2979,24386,Master of Philosophy: HIV Aids Management,120,NQF Level 09,Master,Philosophy,HIV Aids Management,,,2135,15
298,,Nated (N4 – N6):Hospitality,,N4-N6,Nated,Hospitality,,,Tourism & Hospitality,2136,16
2980,243861,U/S: Monitor and manage food safety in perishable produce exportation,10,NQF 5,Unit standard,,,,,2137,20
2981,243868,U/S: Assess the quality of citrus for export,24,NQF 5,Unit standard,,,,,2138,20
2982,24387,Master of Military: Military Geography,120,NQF Level 09,Master,Military,Military Geography,,,2139,15
2983,24388,Master of Science: Medical Science: Reproductive B,120,NQF Level 09,Master,Science,Medical Science,Reproductive B,,2140,15
2984,243886,U/S: Assess the quality of peaches and nectarines for export,16,NQF 5,Unit standard,,,,,2141,20
2985,243889,U/S: Assess the quality of apples for export,18,NQF 5,Unit standard,,,,,2142,20
2986,24389,Master of Arts: African Languages for Professional,240,NQF Level 09,Master,Arts,African Languages for Professional,,,2143,15
2987,243891,U/S: Assess the quality of pears for export,18,NQF 5,Unit standard,,,,,2144,20
2988,243894,U/S: Assess the quality of table grapes for export,24,NQF 5,Unit standard,,,,,2145,20
2989,243895,U/S: Assess the quality of mangoes for export,16,NQF 5,Unit standard,,,,,2146,20
299,,Nated (N4 – N6):Human Resource Management,,N4-N6,Nated,Human Resource Management,,,Business,2147,16
2990,243896,U/S: Assess the quality of apricots for export,16,NQF 5,Unit standard,,,,,2148,20
2991,24390,Bachelor of Military Honours: Management,120,NQF Level 08,Bachelor (Honours),Military,Management,,,2149,15
2992,243906,U/S: Assess the quality of groundnuts for the local and export markets,15,NQF 5,Unit standard,,,,,2150,20
2993,24391,Master of Military Science: Organisation and Resou,120,NQF Level 09,Master,Military Science,Organisation and Resou,,,2151,15
2994,24393,Advanced Certificate: Education: Life Skills and H,120,Level TBA: Pre-2009 was L6,Advanced Certificate,Education,Life Skills and H,,,2152,15
2995,24394,Advanced Certificate: Education: HIV/AIDS Educatio,120,Level TBA: Pre-2009 was L6,Advanced Certificate,Education,HIV/AIDS Educatio,,,2153,15
2996,24395,Advanced Certificate in Education: Accounting Educ,120,Level TBA: Pre-2009 was L6,Advanced Certificate,Education,Accounting Educ,,,2154,15
2997,243961,U/S: Prepare for film and television productions,8,NQF 5,Unit standard,,,,,2155,9
2998,243962,U/S: Explain aesthetic and technical elements of productions,8,NQF 5,Unit standard,,,,,2156,9
2999,243963,U/S: Schedule and monitor film and television production resources,10,NQF 5,Unit standard,,,,,2157,9
3,,National N-Diploma:Management Assistant (N4 - N6),,National N Diploma,Nated,Management Assistant,,,Business,2158,16
30,,Advanced Diploma in Intermediate Phase Teaching. Previously: Advanced Diploma in Teaching (Intermediate Phase),,,Advanced Diploma,Intermediate Phase Teaching. [Previously Teaching (Intermediate Phase)],,,,2159,13
300,,Nated (N4 – N6):Management Assistant,,N4-N6,Nated,Management Assistant,,,Business,2160,16
3000,243964,U/S: Monitor and control studio lighting,8,NQF 5,Unit standard,,,,,2161,9
3001,243965,U/S: Lay up tracks for final mix,8,NQF 5,Unit standard,,,,,2162,9
3002,243966,U/S: Film multiple actions and characters,8,NQF 5,Unit standard,,,,,2163,9
3003,243967,U/S: Direct single camera productions,15,NQF 5,Unit standard,,,,,2164,9
3004,243968,U/S: Create audio and/or visual content outputs,5,NQF 5,Unit standard,,,,,2165,9
3005,243969,U/S: Install camera supports,15,NQF 5,Unit standard,,,,,2166,9
3006,243970,U/S: Obtain and transfer sound,8,NQF 5,Unit standard,,,,,2167,9
3007,243971,U/S: Write scripts for an audio and/or visual medium,15,NQF 5,Unit standard,,,,,2168,9
3008,243972,U/S: Production manage actuality programmes,12,NQF 5,Unit standard,,,,,2169,9
3009,243973,U/S: Edit picture and sound to specification,15,NQF 5,Unit standard,,,,,2170,9
301,,Nated (N4 – N6):Tourism,,N4-N6,Nated,Tourism,,,Tourism & Hospitality,2171,16
3010,243974,U/S: Record audio and video in a broadcast environment,6,NQF 5,Unit standard,,,,,2172,9
3011,243975,U/S: Focus pull for a film shoot,15,NQF 5,Unit standard,,,,,2173,9
3012,243976,U/S: Vision control television productions,8,NQF 5,Unit standard,,,,,2174,9
3013,243977,U/S: Administer continuity,15,NQF 5,Unit standard,,,,,2175,9
3014,243978,U/S: Operate jibs in studios,9,NQF 5,Unit standard,,,,,2176,9
3015,243979,U/S: Interpret film or television production specifications,8,NQF 5,Unit standard,,,,,2177,9
3016,24399,Master of Philosophy: Transport Studies,160,NQF Level 09,Master,Philosophy,Transport Studies,,,2178,15
3017,24401,Postgraduate Diploma: Palliative Medicine,120,Level TBA:Pre-2009 was L8+,Postgraduate Diploma,Palliative Medicine,,,,2179,15
3018,24402,Postgraduate Diploma: Transport Studies,120,Level TBA:Pre-2009 was L8+,Postgraduate Diploma,Transport Studies,,,,2180,15
3019,24403,Master of Philosophy: Palliative Medicine,160,NQF Level 09,Master,Philosophy,Palliative Medicine,,,2181,15
302,,Nated:N1 - N3:Boiler-Making/Plating,,N1-N3,Nated,Engineering,Boiler-Making/Plating,,Engineering,2182,16
3020,244255,"U/S: Care for babies, toddlers and young children",,NQF 2,Unit standard,,,,,2183,25
3021,244256,U/S: Facilitate a Numeracy Learning Programme in the Reception Year,,NQF 5,Unit standard,,,,,2184,25
3022,244257,U/S: Facilitate a Literacy Learning Programme in the Reception Year,,NQF 5,Unit standard,,,,,2185,25
3023,244258,U/S: Demonstrate basic understanding of child development,,NQF 2,Unit standard,,,,,2186,25
3024,244259,U/S: Support children and adults living with HIV and AIDS,,NQF 3,Unit standard,,,,,2187,25
3025,244260,U/S: Facilitate a Life Skills Learning Programme in the Reception Year,,NQF 5,Unit standard,,,,,2188,25
3026,244261,"U/S: Maintain records and give reports about babies, toddlers and young children",,NQF 1,Unit standard,,,,,2189,25
3027,244261,"U/S: Maintain records and give reports about babies, toddlers and young children",,NQF 3,Unit standard,,,,,2190,25
3028,244262,"U/S: Interact with babies, toddlers and young children",,NQF 2,Unit standard,,,,,2191,25
3029,244263,"U/S: Prepare an environment for babies, toddlers and young children",,NQF 1,Unit standard,,,,,2192,25
303,,Nated:N1 - N3:Civil Engineering,,N1-N3,Nated,Engineering,Civil Engineering,,Engineering,2193,16
3030,244462,U/S: Work with families and communities to support Early Childhood Development,,NQF 3,Unit standard,,,,,2194,25
3031,244469,"U/S: Provide care for babies, toddlers and young children",,NQF 4,Unit standard,,,,,2195,25
3032,244478,U/S: Manage an Early Childhood Development service,,NQF 5,Unit standard,,,,,2196,25
3033,244578,U/S: Describe how to manage reactions arising from a traumatic event,,NQF 3,Unit standard,,,,,2197,25
3034,244611,U/S: Apply problem-solving techniques to make a decision or solve a problem in a real life context,,NQF 3,Unit standard,,,,,2198,25
3035,246740,U/S: Care for customers,3,NQF 4,Unit standard,,,,,2199,9
3036,246744,U/S: Administer disciplinary and grievance policy and procedure,8,NQF 5,Unit standard,,,,,2200,21
3037,252024,U/S: Evaluate current practices against best practice,,,Unit standard,,,,,2201,19
3038,252024,U/S: Evaluate current practices against best practice,4,NQF 5,Unit standard,,,,,2202,9
3039,252029,U/S: Lead people development and talent management,8,NQF 5,Unit standard,,,,,2203,21
304,,Nated:N1 - N3:Electrical Engineering,,N1-N3,Nated,Engineering,Electrical Engineering,,Engineering,2204,16
3040,252031,U/S: Apply the principles and concepts of emotional intelligence to the management of self and others,,,Unit standard,,,,,2205,19
3041,252034,U/S: Monitor and evaluate team members against performance standards,,,Unit standard,,,,,2206,19
3042,252035,U/S: Select and coach first line managers,,,Unit standard,,,,,2207,19
3043,252037,U/S: Build teams to achieve goals and objectives,,,Unit standard,,,,,2208,19
3044,252041,U/S: Promote a learning culture in an organisation,,NQF 5,Unit standard,,,,,2209,25
3045,252043,U/S: Manage a diverse work force to add value,,,Unit standard,,,,,2210,19
3046,252190,"U/S: Edit, code and capture data",,,Unit standard,,,,,2211,19
3047,252191,U/S: Identify internal and external stakeholders,,,Unit standard,,,,,2212,19
3048,252192,U/S: Demonstrate an understanding and define the nature and role of marketing communications,,,Unit standard,,,,,2213,19
3049,252193,U/S: Identify potential and existing customers of the business,,,Unit standard,,,,,2214,19
305,,Nated:N1 - N3:Motor & Diesel (Mechanical),,N1-N3,Nated,Motor & Diesel (Mechanical),Mechanical,,Engineering,2215,16
3050,252194,U/S: Meet marketing performance standards,,,Unit standard,,,,,2216,19
3051,252195,U/S: Identify expertise and resources,,,Unit standard,,,,,2217,19
3052,252195,U/S: Identify expertise and resources,3,NQF 4,Unit standard,,,,,2218,9
3053,252196,"U/S: Describe features, advantages and benefits of products and services",,,Unit standard,,,,,2219,19
3054,252197,U/S: Identify and use marketing resources to meet objectives,,,Unit standard,,,,,2220,19
3055,252198,U/S: Demonstrate an understanding of creative principles of marketing communications,,,Unit standard,,,,,2221,19
3056,252199,U/S: Explain and implement the direct mail production process,,,Unit standard,,,,,2222,19
3057,252200,U/S: Implement activity plans to meet agreed deadlines,,,Unit standard,,,,,2223,19
3058,252201,U/S: Apply marketing team work strategies,,,Unit standard,,,,,2224,19
3059,252202,"U/S: Deal with brand, product and service promotions",,,Unit standard,,,,,2225,19
306,,National Certificate – NATED,,,National Certificate – NATED,,,,,2226,16
3060,252203,U/S: Demonstrate an understanding of the target market,,,Unit standard,,,,,2227,19
3061,252204,U/S: Monitor marketing information flow and collect and process marketing data,,,Unit standard,,,,,2228,19
3062,252205,U/S: Follow sampling requirements,,,Unit standard,,,,,2229,19
3063,252206,U/S: Demonstrate an understanding of product positioning,,,Unit standard,,,,,2230,19
3064,252207,U/S: Attend briefing and return work on deadline,,,Unit standard,,,,,2231,19
3065,252208,U/S: Represent analyse and calculate shape and motion in 2-and 3-dimensional space in different contexts,,,Unit standard,,,,,2232,19
3066,252209,U/S: Instil in oneself a personal marketing culture,,,Unit standard,,,,,2233,19
3067,252210,U/S: Handle a range of customer complaints,,,Unit standard,,,,,2234,19
3068,252210,U/S: Handle a range of customer complaints,4,NQF 4,Unit standard,,,,,2235,9
3069,252211,U/S: Demonstrate an understanding of the competitive environment and product positioning,,,Unit standard,,,,,2236,19
307,,National Certificate (Vocational) Building and Civil Construction:Masonry,,,NCV,Building and Civil Construction,,,Engineering,2237,16
3070,252212,U/S: Set up mechanisms for response handling,,,Unit standard,,,,,2238,19
3071,252213,Carry out marketing administration within agreed parameters,,,Unit Standard,,,,,2239,19
3072,252214,U/S: Conduct follow-up with customers to evaluate satisfaction levels,,,Unit standard,,,,,2240,19
3073,252215,U/S: Liaise and interact with direct marketing role players,,,Unit standard,,,,,2241,19
3074,252216,U/S: Comply with legal requirements and organisational and professional codes of conduct,,,Unit standard,,,,,2242,19
3075,252217,U/S: Comply with organisational ethics,,,Unit standard,,,,,2243,19
3076,252218,U/S: Liaise with a range of customers of a business,,,Unit standard,,,,,2244,19
3077,252218,U/S: Liaise with a range of customers of a business,4,NQF 4,Unit standard,,,,,2245,9
3078,252219,U/S: Describe and apply conceptual processes in a marketing communication context,,,Unit standard,,,,,2246,19
3079,255534,U/S: Develop designs according to brief,8,NQF 5,Unit standard,,,,,2247,9
308,,National Certificate (Vocational) Building and Civil Construction:Plumbing,,,NCV,Building and Civil Construction,,,Engineering,2248,16
3080,255535,U/S: Produce specifications for design,14,NQF 5,Unit standard,,,,,2249,9
3081,255554,U/S: Present and communicate design work,5,NQF 5,Unit standard,,,,,2250,9
3082,255555,U/S: Realise design concepts,16,NQF 5,Unit standard,,,,,2251,9
3083,255556,U/S: Produce designs according to specifications,14,NQF 5,Unit standard,,,,,2252,9
3084,255754,U/S: Create character generating pages,8,NQF 4,Unit standard,,,,,2253,9
3085,255756,U/S: Operate lights for film and television productions,7,NQF 4,Unit standard,,,,,2254,9
3086,255765,U/S: Rig lighting for film and television productions,8,NQF 5,Unit standard,,,,,2255,9
3087,255774,U/S: Rig and de-rig cameras for television productions,6,NQF 5,Unit standard,,,,,2256,9
3088,255994,U/S: Enhance the performance of employees,10,NQF 6,Unit standard,,,,,2257,21
3089,258875,U/S: Design forms and reports using a Graphic User Interface (GUI) based database,4,NQF 4,Unit standard,,,,,2258,9
309,,National Certificate (Vocational) Electrical Infrastructure Construction,,,NCV,Electrical Infrastructure Construction,,,Engineering,2259,16
3090,258876,U/S: Work with spreadsheets,3,NQF 4,Unit standard,,,,,2260,9
3091,258877,U/S: Demonstrate knowledge of and manipulate master and subdocuments in a Graphical User Interface (GUI)-based word processor,4,NQF 4,Unit standard,,,,,2261,9
3093,258878,U/S: Ensure spreadsheet integrity to enhance reliability,3,NQF 4,Unit standard,,,,,2262,9
3094,258878,U/S: Ensure spreadsheet intergrity to enhance reliability,3,NQF 4,Unit standard,,,,,2263,9
3095,258879,U/S: Change the appearance of a spreadsheet,3,NQF 3,Unit standard,,,,,2264,9
3096,258880,U/S: Utilise special features to enhance presentations,3,NQF 3,Unit standard,,,,,2265,9
